        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892237  3892237  3892237  3759697  3759697            5     0.211761     0.211761
     adpsfc_t181     9404      368      368      362      362       0.7528      2.47275     0.613798
     adpsfc_t183     9404      214      214      212      212  3.14733e+09     0.119362    0.0377912
     adpsfc_t187     9404     2080     2080     2080     2080       2.2585     0.207614     0.158568
     adpsfc_q181     9404     3225     3225     3223     3223      941.062    0.0726568    0.0215254
     adpsfc_q183     9404     3437     3437     3433     3433      967.963    0.0322018   0.00951038
     adpsfc_q187     9404     2388     2388     2386     2386      389.658     0.435788     0.256813
    adpsfc_ps181     9404      370      370      368      368      55.8106      1.20206     0.212703
    adpsfc_ps187     9404     1949     1949     1949     1949      55.0725       1.0531     0.288506
    adpsfc_uv281     9404      646      646      638      638      1.72132     0.420739     0.197016
    adpsfc_uv284     9404      424      424      414      414      1.28106     0.903959     0.343944
    adpsfc_uv287     9404     4152     4152     4144     4144       1.5874     0.478924     0.271472
     aircar_t133    23589    10628    10628    10628    10628     0.904139     0.467927     0.175225
     aircar_q133    23589      752      752      752      752   0.00179595     0.360446     0.194791
    aircar_uv233    23589    21336    21336    21336    21336      2.32191     0.483934     0.183519
     sfcshp_t180     3191      683      683      681      681  8.56863e+08    0.0585455    0.0504668
     sfcshp_t183     3191       57       57       57       57  2.64906e+09     0.245591     0.142203
     sfcshp_q180     3191      484      484      482      482   0.00106869     0.434934     0.217015
     sfcshp_q183     3191      320      320      318      318      932.378    0.0426735    0.0248956
    sfcshp_ps180     3191      795      795      782      782      38.1397      3.65787     0.738673
    sfcshp_uv280     3191     1298     1298     1296     1296      2.65325     0.213012     0.111522
    sfcshp_uv282     3191       36       36       36       36      1.07921     0.966046     0.362487
    sfcshp_uv284     3191      250      250      250      250      1.12544      1.12771     0.273501
