               program              observation         number         status
            larccld.fd                GOES_EAST        1047594           read
            larccld.fd                GOES_WEST         824077           read
           metarcld.fd                raw_METAR           5659           read
           metarcld.fd       METAR_on_MPAS_mesh        1068166      processed
          lightning.fd            raw_lightning          28195           read
          lightning.fd   lightning_on_MPAS_mesh           2255      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           61.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1068166       ingested
      cloudanalysis.fd                lightning           2255       ingested
      cloudanalysis.fd                     refl             33       ingested
