        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3880295  3880295  3880295  3748355  3748355            5     0.381679     0.381679
     adpsfc_t181     9745      377      377      368      367       0.7528       3.8492      0.72802
     adpsfc_t183     9745      214      214      212      212  3.22139e+09     0.152205    0.0531534
     adpsfc_t187     9745     2116     2116     2114     2114       2.2585     0.252717     0.147903
     adpsfc_q181     9745     3345     3345     3342     3342      941.602    0.0972711    0.0482856
     adpsfc_q183     9745     3556     3556     3551     3551      969.155    0.0275725    0.0115298
     adpsfc_q187     9745     2445     2445     2442     2442      390.434     0.632473      0.33387
    adpsfc_ps181     9745      378      378      376      376      55.4982     0.749185     0.237508
    adpsfc_ps187     9745     1955     1955     1955     1955      54.7754      0.87653     0.288587
    adpsfc_uv281     9745      662      662      656      656      1.72343     0.490263     0.260764
    adpsfc_uv284     9745      424      424      416      416      1.28627     0.817212      0.36675
    adpsfc_uv287     9745     3956     3956     3944     3944       1.5874     0.499774     0.311826
     aircar_t133    53947    23269    23269    23251    23251     0.944384     0.407175     0.213406
     aircar_q133    53947     1712     1712     1712     1712    0.0966342     0.341263     0.208005
    aircar_uv233    53947    46814    46814    46782    46782      2.32911      0.49843     0.207845
     sfcshp_t180     3057      631      631      629      629  7.97452e+08     0.110865    0.0801056
     sfcshp_t183     3057       43       43       43       43  2.15666e+09    0.0644053    0.0540558
     sfcshp_q180     3057      421      421      419      419   0.00106937      1.03206     0.408844
     sfcshp_q183     3057      291      291      289      289       942.07    0.0421373    0.0157104
    sfcshp_ps180     3057     1226     1226     1218     1218      38.2596      2.60468     0.937151
    sfcshp_uv280     3057     1924     1924     1922     1922      2.64956     0.229906     0.123318
    sfcshp_uv282     3057       40       40       40       40      1.07919      3.13175     0.181213
    sfcshp_uv284     3057      226      226      224      224      1.12693      1.61494     0.428556
