        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9474     3628      368      364      364       0.7528      1.96712     0.899816
     adpsfc_t183     9474     3628      212      210      210  3.30944e+09     0.119669    0.0751739
     adpsfc_t187     9474     2699     2071     2071     2071       2.2585     0.285535     0.240651
     adpsfc_q181     9474     3535     3279     3277     3277      941.884    0.0502339    0.0259307
     adpsfc_q183     9474     3535     3485     3481     3481      969.285    0.0136557   0.00733378
     adpsfc_q187     9474     2644     2391     2389     2389      389.949     0.437932     0.249065
    adpsfc_ps181     9474     7307      369      366      366      55.6196      1.06036     0.242354
    adpsfc_ps187     9474     2742     1974     1974     1974      55.0497      1.57108     0.293479
    adpsfc_uv281     9474     7126      656      652      652      1.72376     0.438943     0.205775
    adpsfc_uv284     9474     9064      420      410      410      1.28368     0.807293     0.333068
    adpsfc_uv287     9474     5288     4128     4118     4118       1.5874     0.487884     0.270556
     adpupa_t120     1357      349      349      349      349  6.30274e+19     0.243125     0.112301
     adpupa_q120     1357      129      129      129      129    0.0394543     0.674534     0.221581
    adpupa_ps120     1357        2        2        2        2      78.3411     0.223135     0.336661
    adpupa_uv220     1357     1178     1178     1178     1178  8.37684e+19     0.505011     0.249338
     aircar_t133     9010     3260     3260     3256     3256      1.05504     0.333303     0.174272
     aircar_q133     9010      172      172      172      172     0.420674     0.114087    0.0428674
    aircar_uv233     9010     6556     6556     6546     6546      2.34863     0.566484      0.18021
     sfcshp_t180     2845      724      522      518      518  7.61019e+08     0.122843     0.113542
     sfcshp_t183     2845      230       44       44       44  3.01511e+09     0.298554     0.284314
     sfcshp_q180     2845      406      325      322      322   0.00105729     0.709871     0.460172
     sfcshp_q183     2845      157      149      146      146      890.467     0.209341     0.169394
    sfcshp_ps180     2845     2820     1111     1103     1103       38.332       3.0703     0.829421
    sfcshp_uv280     2845     2374     1704     1696     1696      2.65388     0.277101     0.166483
    sfcshp_uv282     2845     2374       30       30       30      1.07925      1.18606    0.0559619
    sfcshp_uv284     2845     2374      238      236      236      1.12793     0.598152     0.270967
