        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3881502  3881502  3881502  3750060  3750060            5     0.267237     0.267237
     adpsfc_t181     9865      569      569      562      562       0.7528      1.94676      0.86909
     adpsfc_t183     9865      215      215      213      213  3.28605e+09     0.124607    0.0877464
     adpsfc_t187     9865     2071     2071     2071     2071       2.2585     0.248422     0.204376
     adpsfc_q181     9865     3417     3417     3415     3415      912.786    0.0845977    0.0479563
     adpsfc_q183     9865     3629     3629     3625     3625      969.632    0.0171088    0.0090538
     adpsfc_q187     9865     2586     2586     2584     2584      466.723     0.416648     0.267471
    adpsfc_ps181     9865      569      569      561      561      55.1259      1.32372     0.475574
    adpsfc_ps187     9865     1965     1965     1964     1964      55.1266      1.31621     0.283757
    adpsfc_uv281     9865     1118     1118     1112     1112      1.70644     0.485195     0.236519
    adpsfc_uv284     9865      426      426      420      420      1.28112     0.810044     0.334887
    adpsfc_uv287     9865     4118     4118     4098     4098       1.5874     0.502719     0.263646
     adpupa_t120     1319      613      613      613      613      3.08106    0.0414335    0.0171999
     adpupa_q120     1319      349      349      349      349    0.0196688    0.0624434    0.0239173
    adpupa_ps120     1319        4        4        4        4      71.6395     0.506013    0.0650649
    adpupa_uv220     1319     1406     1406     1406     1406      2.61805     0.228922     0.122293
     aircar_t133    21165     8558     8558     8552     8552     0.961586     0.342834     0.169313
     aircar_q133    21165      600      600      600      600     0.282103     0.164014      0.11787
    aircar_uv233    21165    17472    17472    17444    17444      2.33437     0.409803     0.167084
     sfcshp_t180     3333      692      692      692      692  8.50026e+08    0.0362958    0.0295473
     sfcshp_t183     3333       55       55       55       55   1.3484e+09     0.264889     0.307105
     sfcshp_q180     3333      486      486      486      486    0.0010743     0.463781     0.200524
     sfcshp_q183     3333      312      312      312      312       931.05    0.0659528     0.048385
    sfcshp_ps180     3333     1311     1311     1300     1300      38.2673      2.79054     0.733719
    sfcshp_uv280     3333     2112     2112     2112     2112      2.65377     0.206381     0.115844
    sfcshp_uv282     3333       36       36       36       36      1.07921      1.21861     0.141105
    sfcshp_uv284     3333      266      266      266      266      1.12199     0.542241      0.27696
