        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3927355  3927355  3927355  3790814  3790814            5     0.237767     0.237767
     adpsfc_t181     9426      369      369      365      365       0.7528      2.01038     0.738338
     adpsfc_t183     9426      215      215      213      213  3.21382e+09     0.117675    0.0512345
     adpsfc_t187     9426     2098     2098     2098     2098       2.2585     0.221063     0.193983
     adpsfc_q181     9426     3261     3261     3259     3259      941.396    0.0621337    0.0276674
     adpsfc_q183     9426     3472     3472     3468     3468       968.43    0.0243597    0.0131233
     adpsfc_q187     9426     2413     2413     2411     2411      388.699     0.544923     0.336232
    adpsfc_ps181     9426      370      370      368      368      55.6739     0.999357     0.247255
    adpsfc_ps187     9426     1986     1986     1986     1986      55.0607      2.07529     0.287201
    adpsfc_uv281     9426      648      648      644      644      1.72067     0.393861     0.189214
    adpsfc_uv284     9426      426      426      420      420      1.28211     0.674861     0.283509
    adpsfc_uv287     9426     4166     4166     4162     4162       1.5874     0.397671      0.24154
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    20675     9534     9534     9531     9531     0.954785     0.563598     0.235605
     aircar_q133    20675      759      759      759      759     0.183762     0.369724     0.176697
    aircar_uv233    20675    19132    19132    19126    19126       2.3304     0.479131     0.166465
     sfcshp_t180     3238      680      680      679      679  5.42725e+08     0.108489     0.098439
     sfcshp_t183     3238       49       49       49       49  2.47436e+09     0.281809      0.16782
     sfcshp_q180     3238      452      452      451      451  0.000997768     0.888948     0.285609
     sfcshp_q183     3238      281      281      280      280      938.285     0.137609    0.0929938
    sfcshp_ps180     3238     1292     1292     1282     1282      38.2022      3.93089     0.606781
    sfcshp_uv280     3238     2096     2096     2094     2094      2.65002     0.302132     0.151573
    sfcshp_uv282     3238       34       34       34       34      1.07962     0.861498     0.142885
    sfcshp_uv284     3238      260      260      260      260      1.12428       1.2781     0.359745
