               program              observation         number         status
            larccld.fd                GOES_EAST        1047941           read
            larccld.fd                GOES_WEST         823649           read
           metarcld.fd                raw_METAR           5615           read
           metarcld.fd       METAR_on_MPAS_mesh        1111009      processed
          lightning.fd            raw_lightning          48462           read
          lightning.fd   lightning_on_MPAS_mesh           6456      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1111009       ingested
      cloudanalysis.fd                lightning           6456       ingested
      cloudanalysis.fd                     refl             33       ingested
