        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3927585  3927585  3927585  3790536  3790536            5      0.47623      0.47623
     adpsfc_t181     9016      380      380      372      372       0.7528      1.87314     0.616364
     adpsfc_t183     9016      213      213      211      211   3.3726e+09    0.0596923    0.0280729
     adpsfc_t187     9016     2125     2125     2123     2123       2.2585      0.26533     0.182881
     adpsfc_q181     9016     3100     3100     3097     3097      936.567    0.0553059    0.0414873
     adpsfc_q183     9016     3311     3311     3306     3306      966.907   0.00796767   0.00572109
     adpsfc_q187     9016     2462     2462     2459     2459      390.123     0.465255     0.290316
    adpsfc_ps181     9016      381      381      378      378      55.5299      1.19453     0.260419
    adpsfc_ps187     9016     1993     1993     1993     1993      54.7627      1.77135     0.335606
    adpsfc_uv281     9016      664      664      658      658      1.72319     0.575399      0.29426
    adpsfc_uv284     9016      422      422      416      416      1.28626      0.99777     0.428103
    adpsfc_uv287     9016     3954     3954     3940     3940       1.5874     0.767531     0.457764
     adpupa_t120      123       68       68       68       68      2.55646     0.070009    0.0573338
     adpupa_q120      123       62       62       62       62   0.00251317    0.0950365    0.0639963
    adpupa_ps120      123        2        2        2        2      69.9307      1.06787     0.636945
    adpupa_uv220      123      106      106      106      106      2.53161     0.229451      0.15979
     aircar_t133    52978    22893    22893    22881    22881      1.03616     0.453433     0.232697
     aircar_q133    52978     2010     2010     2010     2010     0.409456     0.344426     0.196647
    aircar_uv233    52978    46128    46128    46098    46098      2.34266     0.530353      0.26106
     sfcshp_t180     3168      649      649      647      647  8.79089e+08     0.204859     0.141886
     sfcshp_t183     3168       51       51       49       49  1.42857e+09     0.349415     0.303329
     sfcshp_q180     3168      443      443      441      441   0.00115539     0.642958     0.392039
     sfcshp_q183     3168      283      283      281      281      936.614    0.0932954    0.0795445
    sfcshp_ps180     3168     1263     1263     1255     1254      38.4815      4.62256     0.661138
    sfcshp_uv280     3168     2034     2034     2030     2030      2.65535     0.384843     0.198488
    sfcshp_uv282     3168       20       20       20       20      1.07938      1.44113     0.433088
    sfcshp_uv284     3168      244      244      236      236      1.13565      2.01655     0.517503
