               program              observation         number         status
            larccld.fd                GOES_EAST        1036333           read
            larccld.fd                GOES_WEST         824486           read
           metarcld.fd                raw_METAR           5682           read
           metarcld.fd       METAR_on_MPAS_mesh        1060617      processed
          lightning.fd            raw_lightning          35713           read
          lightning.fd   lightning_on_MPAS_mesh           4547      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           61.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1060617       ingested
      cloudanalysis.fd                lightning           4547       ingested
      cloudanalysis.fd                     refl             33       ingested
