        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3879158  3879158  3879158  3743549  3743549            5     0.279452     0.279452
     adpsfc_t181     9723      360      360      355      355       0.7528      1.57426      0.51653
     adpsfc_t183     9723      218      218      216      216  3.33333e+09     0.143246    0.0779309
     adpsfc_t187     9723     2052     2052     2052     2052       2.2585     0.185713     0.156835
     adpsfc_q181     9723     3258     3258     3256     3256      942.968     0.061199    0.0231815
     adpsfc_q183     9723     3471     3471     3467     3467      968.124    0.0229721    0.0106429
     adpsfc_q187     9723     2351     2351     2349     2349      388.363     0.390638     0.264794
    adpsfc_ps181     9723      361      361      357      357      55.3863      1.06991      0.18358
    adpsfc_ps187     9723     1915     1915     1915     1915      55.0242      1.42168     0.310549
    adpsfc_uv281     9723      628      628      624      624      1.72435     0.527545     0.246872
    adpsfc_uv284     9723      432      432      422      422      1.28808     0.846456     0.352777
    adpsfc_uv287     9723     4080     4080     4074     4074       1.5874     0.432775     0.244696
     aircar_t133    17386     7843     7843     7837     7837     0.903759     0.344259     0.168671
     aircar_q133    17386      509      509      509      509   0.00176645     0.623212     0.349503
    aircar_uv233    17386    15740    15740    15728    15728      2.32164     0.426894       0.1619
     sfcshp_t180     3241      686      686      686      686   9.3522e+08     0.046859    0.0401617
     sfcshp_t183     3241       46       46       46       46   3.2969e+09     0.181518     0.124221
     sfcshp_q180     3241      481      481      481      481    0.0011367     0.354712     0.248945
     sfcshp_q183     3241      308      308      308      308      943.966     0.112384    0.0521888
    sfcshp_ps180     3241     1300     1300     1289     1287      38.8814      4.17683     0.771726
    sfcshp_uv280     3241     2072     2072     2070     2070      2.64999     0.189519     0.115273
    sfcshp_uv282     3241       36       36       36       36      1.07921     0.589239    0.0969648
    sfcshp_uv284     3241      240      240      216      216      1.14067      1.10104     0.398431
