        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3908897  3908897  3908897  3790213  3790213            5     0.375254     0.375254
     adpsfc_t181     9051      378      378      365      365       0.7528      1.91462     0.726873
     adpsfc_t183     9051      214      214      212      212  3.36463e+09     0.077114    0.0421879
     adpsfc_t187     9051     2139     2139     2134     2134       2.2585      0.21051     0.153097
     adpsfc_q181     9051     3097     3097     3094     3094      936.849    0.0532047    0.0348803
     adpsfc_q183     9051     3309     3309     3304     3304      966.731    0.0129377   0.00691908
     adpsfc_q187     9051     2470     2470     2467     2467       388.45     0.450267     0.292247
    adpsfc_ps181     9051      379      379      376      376      55.6023      1.65775     0.381127
    adpsfc_ps187     9051     2018     2018     2018     2018      54.6865      1.64044     0.313116
    adpsfc_uv281     9051      740      740      736      736       1.7152     0.545066     0.279635
    adpsfc_uv284     9051      424      424      420      420      1.28335      1.08054     0.478979
    adpsfc_uv287     9051     4050     4050     4038     4038       1.5874     0.715535     0.430867
     adpupa_t120      137       79       79       79       79      2.31059     0.119176    0.0678268
     adpupa_q120      137       66       66       66       66     0.429082     0.133518     0.090398
    adpupa_ps120      137        2        2        2        2      69.9025      4.63925      1.21075
    adpupa_uv220      137      108      108      108      108      2.56647     0.222998     0.165693
     aircar_t133    56740    24586    24586    24561    24561      0.95509     0.373662      0.22277
     aircar_q133    56740     2321     2321     2321     2321      0.12357     0.233527     0.145415
    aircar_uv233    56740    49468    49468    49440    49440      2.33147      0.46505     0.237171
     sfcshp_t180     2837      543      543      541      541  7.44667e+08      0.13725     0.116352
     sfcshp_t183     2837       48       48       46       46  1.47442e+09     0.222877     0.182927
     sfcshp_q180     2837      342      342      340      340   0.00115775     0.563078     0.403771
     sfcshp_q183     2837      210      210      208      208      918.946     0.394566     0.369726
    sfcshp_ps180     2837     1127     1127     1121     1121      38.3088      3.15239     0.669622
    sfcshp_uv280     2837     1786     1786     1784     1784      2.65503     0.350349     0.175927
    sfcshp_uv282     2837       20       20       20       20      1.07938     0.731386     0.399871
    sfcshp_uv284     2837      242      242      234      234      1.13704      2.00872     0.708729
