        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3884636  3884636  3884636  3751240  3751240            5      0.20714      0.20714
     adpsfc_t181     8930      365      365      363      363       0.7528      1.45889      0.74667
     adpsfc_t183     8930      213      213      211      211  3.30159e+09    0.0676385    0.0407405
     adpsfc_t187     8930     2043     2043     2043     2043       2.2585     0.204273     0.169813
     adpsfc_q181     8930     3040     3040     3038     3038      937.769    0.0374223    0.0239261
     adpsfc_q183     8930     3250     3250     3246     3246      966.463     0.014453   0.00851485
     adpsfc_q187     8930     2344     2344     2342     2342      392.216     0.422694     0.274307
    adpsfc_ps181     8930      366      366      364      364      55.4915      1.11637     0.267327
    adpsfc_ps187     8930     1942     1942     1941     1941      55.0611      1.50473     0.277753
    adpsfc_uv281     8930      650      650      646      646      1.72319      0.63496     0.304163
    adpsfc_uv284     8930      422      422      406      406      1.28645     0.856192     0.322043
    adpsfc_uv287     8930     4064     4064     4048     4048       1.5874     0.431023     0.241432
     aircar_t133     9669     4011     4011     4008     4008     0.908231     0.495024     0.236566
     aircar_q133     9669      247      247      247      247     0.450023     0.306085     0.180572
    aircar_uv233     9669     8174     8174     8170     8170      2.32585     0.655869     0.243128
     sfcshp_t180     3213      687      687      686      686  7.63604e+08    0.0515519    0.0412948
     sfcshp_t183     3213       38       38       36       36  2.88675e+09     0.090227       0.1154
     sfcshp_q180     3213      460      460      459      459    0.0010483     0.377493     0.205303
     sfcshp_q183     3213      283      283      282      282      955.544     0.249882      0.19812
    sfcshp_ps180     3213     1285     1285     1274     1274      38.1948      2.36941     0.619658
    sfcshp_uv280     3213     2084     2084     2082     2082        2.651     0.198097     0.121117
    sfcshp_uv282     3213       46       46       46       46      1.07916      1.10348     0.370308
    sfcshp_uv284     3213      232      232      232      232      1.13772     0.953975     0.489888
