        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9583     3657      369      367      367       0.7528      1.14029     0.624881
     adpsfc_t183     9583     3657      219      217      217  3.18406e+09    0.0780239    0.0422611
     adpsfc_t187     9583     2714     2083     2082     2082       2.2585     0.252628     0.217096
     adpsfc_q181     9583     3558     3300     3297     3297       942.08    0.0434202    0.0245004
     adpsfc_q183     9583     3558     3515     3510     3510      968.214    0.0156588    0.0095696
     adpsfc_q187     9583     2658     2402     2399     2399       389.67     0.380904     0.248158
    adpsfc_ps181     9583     7365      369      367      367      55.3589      1.01809     0.229379
    adpsfc_ps187     9583     2761     1975     1974     1974      55.1262      1.85981     0.290527
    adpsfc_uv281     9583     7170      650      644      644      1.72328     0.434222     0.179739
    adpsfc_uv284     9583     9156      434      430      430      1.28252     0.799379     0.270981
    adpsfc_uv287     9583     5314     4154     4150     4150       1.5874     0.408099     0.242903
     aircar_t133    15314     6480     6480     6477     6477      1.02541      0.48344      0.25676
     aircar_q133    15314      461      461      461      461     0.344664      0.23389     0.102042
    aircar_uv233    15314    13138    13138    13132    13132       2.3422     0.415365     0.163857
     sfcshp_t180     3271      916      688      688      688  8.52493e+08    0.0575136    0.0445987
     sfcshp_t183     3271      447       63       63       63  1.25988e+09      0.11844     0.113741
     sfcshp_q180     3271      585      479      479      479   0.00108972     0.516296     0.209163
     sfcshp_q183     3271      346      337      337      337      929.912    0.0657331    0.0453353
    sfcshp_ps180     3271     3257      791      778      778      38.0511      4.10419     0.797273
    sfcshp_uv280     3271     2826     1270     1270     1270      2.65002     0.232371     0.117323
    sfcshp_uv282     3271     2826       52       52       52      1.07915      1.59791      0.27744
    sfcshp_uv284     3271     2826      284      284      284      1.12173      1.14214     0.398781
