               program              observation         number         status
            larccld.fd                GOES_EAST        1043936           read
            larccld.fd                GOES_WEST         827567           read
           metarcld.fd                raw_METAR           5933           read
           metarcld.fd       METAR_on_MPAS_mesh        1051197      processed
          lightning.fd            raw_lightning          43416           read
          lightning.fd   lightning_on_MPAS_mesh           1509      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           59.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1051197       ingested
      cloudanalysis.fd                lightning           1509       ingested
      cloudanalysis.fd                     refl             33       ingested
