        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3922118  3922118  3922118  3788404  3788404            5     0.235683     0.235683
     adpsfc_t181     9604      356      356      353      353       0.7528      1.72672     0.767962
     adpsfc_t183     9604      213      213      211      211  3.30159e+09     0.060525     0.036689
     adpsfc_t187     9604     2069     2069     2068     2068       2.2585     0.170819     0.146708
     adpsfc_q181     9604     3254     3254     3251     3251      943.368    0.0310584    0.0145214
     adpsfc_q183     9604     3464     3464     3459     3459      968.498    0.0139383   0.00715459
     adpsfc_q187     9604     2371     2371     2368     2368      385.164     0.386476       0.2427
    adpsfc_ps181     9604      357      357      355      355      55.9506     0.861368     0.227013
    adpsfc_ps187     9604     1960     1960     1959     1959      55.0621      1.21846     0.288168
    adpsfc_uv281     9604      634      634      630      630      1.72479     0.380262     0.186866
    adpsfc_uv284     9604      422      422      414      414      1.29135     0.750012     0.290855
    adpsfc_uv287     9604     4110     4110     4104     4104       1.5874     0.405513     0.234612
     aircar_t133     8736     3702     3702     3694     3694     0.932887      0.46934     0.215508
     aircar_q133     8736      149      149      149      149   0.00155456     0.518563     0.216404
    aircar_uv233     8736     7482     7482     7474     7474      2.33202     0.671828     0.220346
     sfcshp_t180     3306      697      697      697      697   9.2781e+08    0.0502684    0.0537249
     sfcshp_t183     3306       59       59       57       57  1.32453e+09     0.256164     0.212255
     sfcshp_q180     3306      476      476      476      476   0.00108291     0.358245     0.226938
     sfcshp_q183     3306      313      313      313      313      931.275    0.0879268    0.0385318
    sfcshp_ps180     3306     1312     1312     1303     1303      38.2143      3.01202     0.624814
    sfcshp_uv280     3306     2094     2094     2094     2094      2.64928     0.244058     0.106891
    sfcshp_uv282     3306       46       46       46       46      1.07916     0.579584     0.211936
    sfcshp_uv284     3306      282      282      282      282      1.13087      1.78693       0.4441
