        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8973     3393      372      366      366       0.7528       2.2056     0.646586
     adpsfc_t183     8973     3393      217      215      215  3.27073e+09    0.0697954    0.0397705
     adpsfc_t187     8973     2750     2118     2116     2116       2.2585     0.206501     0.147664
     adpsfc_q181     8973     3323     3064     3061     3061      937.027    0.0647845    0.0373626
     adpsfc_q183     8973     3323     3279     3274     3274      965.957    0.0154566   0.00943652
     adpsfc_q187     8973     2703     2446     2443     2443      387.728     0.385948     0.251615
    adpsfc_ps181     8973     6819      373      371      371      55.7071      1.20749     0.258125
    adpsfc_ps187     8973     2799     1993     1993     1993      54.7725      1.50009       0.2963
    adpsfc_uv281     8973     6244      652      646      646      1.72275     0.691017     0.268803
    adpsfc_uv284     8973     8060      430      426      426      1.28328       1.2033     0.442299
    adpsfc_uv287     8973     5086     3928     3914     3914       1.5874     0.723136     0.427789
     adpupa_t120     7103     1923     1923     1923     1923  8.48224e+19     0.196669     0.127831
     adpupa_q120     7103      260      260      260      260     0.401426     0.471942     0.150498
    adpupa_ps120     7103        2        2        2        2      80.6424      1.34237      1.55468
    adpupa_uv220     7103     5956     5956     5956     5956  1.12256e+20     0.467478     0.287217
     aircar_t133    50164    21931    21931    21900    21900      1.00962     0.359395     0.203543
     aircar_q133    50164     1814     1814     1814     1814     0.411777     0.341904     0.200535
    aircar_uv233    50164    44204    44204    44162    44162      2.34008       0.4275     0.222683
     sfcshp_t180     3086      830      601      600      600  8.16497e+08     0.113837    0.0802067
     sfcshp_t183     3086      321       58       55       55   2.3355e+09     0.523518     0.267044
     sfcshp_q180     3086      498      403      402      402   0.00139767     0.588812      0.34803
     sfcshp_q183     3086      241      234      233      233      909.214      0.19798      0.11242
    sfcshp_ps180     3086     3060     1196     1189     1188      38.3705      3.28507      0.78307
    sfcshp_uv280     3086     2602     1878     1874     1874      2.65275     0.280455     0.161231
    sfcshp_uv282     3086     2602       32       32       32      1.07924      3.06221     0.600601
    sfcshp_uv284     3086     2602      282      252      252      1.13816       2.7012     0.588439
