               program              observation         number         status
            larccld.fd                GOES_EAST        1041851           read
            larccld.fd                GOES_WEST         824989           read
           metarcld.fd                raw_METAR           5562           read
           metarcld.fd       METAR_on_MPAS_mesh        1098948      processed
          lightning.fd            raw_lightning          32126           read
          lightning.fd   lightning_on_MPAS_mesh           2908      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1098948       ingested
      cloudanalysis.fd                lightning           2908       ingested
      cloudanalysis.fd                     refl             33       ingested
