        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3882629  3882629  3882629  3752044  3752044            5     0.391185     0.391185
     adpsfc_t181     9265      367      367      358      358       0.7528      1.90563     0.565952
     adpsfc_t183     9265      210      210      208      208  3.32531e+09    0.0906996    0.0578826
     adpsfc_t187     9265     2101     2101     2096     2096       2.2585     0.199859     0.147871
     adpsfc_q181     9265     3202     3202     3199     3199      940.614    0.0747872    0.0484871
     adpsfc_q183     9265     3410     3410     3405     3405      968.309    0.0240902    0.0123266
     adpsfc_q187     9265     2423     2423     2420     2420      386.911     0.484727     0.311849
    adpsfc_ps181     9265      368      368      366      366      55.7234     0.996323     0.261209
    adpsfc_ps187     9265     1955     1955     1955     1955      54.7178      1.16392     0.297715
    adpsfc_uv281     9265      642      642      638      638      1.71977     0.705815     0.314869
    adpsfc_uv284     9265      416      416      404      404      1.28113      1.26385     0.460567
    adpsfc_uv287     9265     3932     3932     3894     3894       1.5874     0.718629      0.41897
     aircar_t133    57188    24365    24365    24350    24350     0.962521     0.354419     0.217487
     aircar_q133    57188     1926     1926     1926     1926      0.38741     0.258679     0.149982
    aircar_uv233    57188    49252    49252    49224    49224      2.33335     0.384777     0.214679
     sfcshp_t180     2138      682      682      682      682   7.6584e+08    0.0958434    0.0721019
     sfcshp_t183     2138       44       44       44       44  2.13201e+09     0.194567     0.201259
     sfcshp_q180     2138      471      471      471      471   0.00111148     0.485813     0.261622
     sfcshp_q183     2138      287      287      287      287      943.506     0.153779      0.11839
    sfcshp_ps180     2138      778      778      774      774      38.0428      3.47694     0.793326
    sfcshp_uv280     2138     1306     1306     1306     1306      2.64749     0.227851     0.124071
    sfcshp_uv282     2138       30       30       30       30      1.07925     0.649856     0.323408
    sfcshp_uv284     2138      222      222      216      216      1.12553      1.95218     0.608614
