        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3873450  3873450  3873450  3741354  3741354            5     0.418936     0.418936
     adpsfc_t181     9283      583      583      574      574       0.7528      2.16703     0.621039
     adpsfc_t183     9283      216      216      214      214  3.27836e+09    0.0668842    0.0305517
     adpsfc_t187     9283     1990     1990     1987     1987       2.2585     0.212326      0.13816
     adpsfc_q181     9283     3166     3166     3163     3163      902.947    0.0819535    0.0494415
     adpsfc_q183     9283     3379     3379     3374     3374      967.258     0.017119   0.00999901
     adpsfc_q187     9283     2533     2533     2530     2530      477.908     0.569379     0.337484
    adpsfc_ps181     9283      582      582      572      572      54.9619      1.62248     0.509739
    adpsfc_ps187     9283     1854     1854     1854     1854      54.7712      1.92931     0.268364
    adpsfc_uv281     9283     1088     1088     1084     1084      1.69896     0.732826     0.338682
    adpsfc_uv284     9283      428      428      412      412      1.28624      1.08254     0.499928
    adpsfc_uv287     9283     3622     3622     3608     3608       1.5874      0.68243     0.393789
     adpupa_t120    10270     4673     4673     4673     4673      3.13817    0.0617993    0.0281094
     adpupa_q120    10270     2525     2525     2525     2525        0.825     0.116794    0.0380158
    adpupa_ps120    10270       28       28       28       28      74.0127      1.29204     0.218433
    adpupa_uv220    10270    11144    11144    11144    11144      2.62868     0.485429     0.151605
     aircar_t133    53646    22794    22794    22758    22758     0.915163     0.404972      0.21394
     aircar_q133    53646     1609     1609     1609     1609     0.247276     0.242235     0.148609
    aircar_uv233    53646    45810    45810    45718    45718       2.3266     0.548281     0.237903
     sfcshp_t180     3017      629      629      627      627  6.91714e+08    0.0808995    0.0653047
     sfcshp_t183     3017       44       44       44       44  2.61116e+09     0.082271     0.077281
     sfcshp_q180     3017      421      421      419      419   0.00103232     0.495886      0.29551
     sfcshp_q183     3017      263      263      261      261      937.798    0.0758712    0.0571223
    sfcshp_ps180     3017      722      722      714      714      38.0726      4.23028     0.867318
    sfcshp_uv280     3017     1218     1218     1214     1214      2.64592     0.299557     0.185997
    sfcshp_uv282     3017       46       46       42       42      1.07918      1.62637     0.211828
    sfcshp_uv284     3017      198      198      170      170      1.11485      2.68873     0.839193
