        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9444     3636      388      379      379       0.7528      3.06332     0.689848
     adpsfc_t183     9444     3636      218      216      216  3.40207e+09     0.144006    0.0499738
     adpsfc_t187     9444     2745     2097     2094     2094       2.2585     0.270179     0.153924
     adpsfc_q181     9444     3555     3296     3293     3293      939.109    0.0816642    0.0366975
     adpsfc_q183     9444     3555     3512     3507     3507       968.04    0.0227593   0.00989962
     adpsfc_q187     9444     2697     2440     2437     2437      396.038     0.600864     0.319262
    adpsfc_ps181     9444     7319      389      386      386      55.3928     0.749693     0.217146
    adpsfc_ps187     9444     2794     1963     1962     1962      54.8766      1.09322     0.269715
    adpsfc_uv281     9444     6640      676      672      672      1.72426     0.580645     0.321635
    adpsfc_uv284     9444     8424      432      426      426      1.28265     0.926756     0.395456
    adpsfc_uv287     9444     5052     3868     3864     3864       1.5874     0.514126     0.341075
     aircar_t133    56871    24064    24064    24056    24056     0.954717     0.332019     0.181402
     aircar_q133    56871     2152     2152     2152     2152     0.273083     0.191937     0.131681
    aircar_uv233    56871    48772    48772    48756    48756       2.3319     0.394045     0.188153
     sfcshp_t180     3233      927      708      706      706  8.41555e+08     0.130629    0.0974622
     sfcshp_t183     3233      424       59       59       59  1.30189e+09     0.383749     0.233167
     sfcshp_q180     3233      605      500      498      498   0.00117719      1.17389     0.438744
     sfcshp_q183     3233      333      324      322      322      926.568      0.12008    0.0698229
    sfcshp_ps180     3233     3213      816      807      807      38.1475      2.43472     0.803085
    sfcshp_uv280     3233     2880     1344     1342     1342      2.64897     0.235647     0.133658
    sfcshp_uv282     3233     2880       50       48       48      1.07916      1.97278     0.400324
    sfcshp_uv284     3233     2880      270      254      254      1.12522      3.09377     0.813467
