loop1: max_iter=50, norm_reduction(target=0.001, final=0.000860014)
  i                   resNorm                         J                        Jb                      JoJc
  0         1301.678798035285      1655029.374427177012            0.000000000000      1655029.374427177012
  1         1133.444218533012      1649785.472913878970           32.458719781597      1649753.014194098068
  2          816.838997015069      1646568.205896379892          100.619140620535      1646467.586755760014
  3          672.140425230153      1644934.877635581885          164.904647817786      1644769.972987764049
  4          535.172510151411      1642576.261342281010          336.358663672873      1642239.902678607963
  5          368.102991338518      1640484.907601346029          613.495753890638      1639871.411847454961
  6          405.956057895493      1638954.638558787992          945.861292055318      1638008.777266733116
  7          286.694397492323      1637933.990466719028         1263.249427003676      1636670.741039715009
  8          269.504830318956      1636984.492307724897         1662.834200761507      1635321.658106964082
  9          218.540825815342      1636366.010424222099         1999.954148762664      1634366.056275459006
 10          180.901667474357      1635854.841410391033         2344.904382777646      1633509.937027612934
 11          161.249540180158      1635502.636470386060         2632.061018346902      1632870.575452039018
 12          178.196550443800      1635307.578038702020         2815.253160908763      1632492.324877792969
 13          123.655415261145      1635101.880866090069         3033.838704940293      1632068.042161148973
 14           92.389827750417      1634900.254214827903         3281.241061676928      1631619.013153150911
 15           88.472856419251      1634781.412943436066         3448.256947433321      1631333.155996002955
 16           80.986776772247      1634715.549414590001         3550.491187174196      1631165.058227414964
 17           57.191656592455      1634641.693657723023         3676.694672256921      1630964.998985466082
 18           48.841369196725      1634588.242405687924         3778.381769510300      1630809.860636177938
 19           42.032208396027      1634554.774800796993         3848.447172622846      1630706.327628175030
 20           32.714151381808      1634530.042244964978         3904.824910119640      1630625.217334845103
 21           26.032882936069      1634511.337711968925         3951.240583644692      1630560.097128323978
 22           21.110839461312      1634498.242080444936         3986.623748782246      1630511.618331663078
 23           17.774512823053      1634490.991686759051         4007.727940754938      1630483.263746004086
 24           14.898562666256      1634486.053630724084         4023.047516684926      1630463.006114039104
 25           12.575797401175      1634482.651098312112         4034.260622354103      1630448.390475957887
 26            9.576846744469      1634480.252387752989         4042.634895656394      1630437.617492096033
 27            8.566787063494      1634478.499239688972         4049.121888484882      1630429.377351203933
 28            6.715541679906      1634477.573428927921         4052.727050864743      1630424.846378064016
 29            5.566184097421      1634476.780670338077         4055.964858966888      1630420.815811370965
 30            4.589299967315      1634476.287280495046         4058.081070073126      1630418.206210422097
 31            3.649355516860      1634475.955334502039         4059.569838137577      1630416.385496364906
 32            3.218152586210      1634475.732528018998         4060.612920114657      1630415.119607904926
 33            2.650340040796      1634475.589522561058         4061.309597325263      1630414.279925236013
 34            2.119548584227      1634475.482986178948         4061.848784501740      1630413.634201677982
 35            1.665325197311      1634475.412461891072         4062.219440492688      1630413.193021398969
 36            1.416213750911      1634475.361669321079         4062.496677650238      1630412.864991670940
 37            1.119461475143      1634475.328588519013         4062.684125816267      1630412.644462703029

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00085991)
  i                   resNorm                         J                        Jb                      JoJc
  0           47.568848507476      1634560.409049594076         4062.684125816267      1630497.724923778092
  1           27.245976246508      1634524.425446043024         4066.031266565333      1630458.394179478055
  2           40.621605542457      1634518.648056224920         4067.097265023001      1630451.550791202113
  3           22.199628510908      1634515.853152849944         4067.839443175043      1630448.013709675055
  4           26.621458493433      1634512.696249695960         4068.823533177314      1630443.872716519050
  5           20.303497964745      1634509.880457988940         4069.690683517989      1630440.189774471102
  6           17.532292199724      1634508.178230948048         4070.487337704698      1630437.690893243067
