               program              observation         number         status
            larccld.fd                GOES_EAST        1040753           read
            larccld.fd                GOES_WEST         825867           read
           metarcld.fd                raw_METAR           6976           read
           metarcld.fd       METAR_on_MPAS_mesh        1107151      processed
          lightning.fd            raw_lightning          47717           read
          lightning.fd   lightning_on_MPAS_mesh           5389      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           65.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1107151       ingested
      cloudanalysis.fd                lightning           5389       ingested
      cloudanalysis.fd                     refl             33       ingested
