        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3878025  3878025  3878025  3745136  3745136            5     0.380381     0.380381
     adpsfc_t181     9889      369      369      355      355       0.7528      2.95214      1.01801
     adpsfc_t183     9889      212      212      210      210  3.45033e+09      0.15423    0.0598445
     adpsfc_t187     9889     2075     2075     2075     2075       2.2585     0.280599      0.16753
     adpsfc_q181     9889     3336     3336     3334     3334      942.731      0.13458    0.0463236
     adpsfc_q183     9889     3546     3546     3542     3542      969.224    0.0393688    0.0100347
     adpsfc_q187     9889     2387     2387     2385     2385      390.812     0.904029     0.324376
    adpsfc_ps181     9889      370      370      368      368       55.501      1.11855      0.26122
    adpsfc_ps187     9889     1945     1945     1945     1945       54.912     0.998772     0.321469
    adpsfc_uv281     9889      660      660      652      652      1.72465     0.568808     0.255953
    adpsfc_uv284     9889      420      420      408      408      1.29055      1.12253     0.412449
    adpsfc_uv287     9889     4148     4148     4136     4136       1.5874     0.586902      0.32763
     aircar_t133    35691    14988    14988    14948    14948     0.988226     0.426713     0.215981
     aircar_q133    35691      925      925      925      925     0.199892     0.328161      0.19523
    aircar_uv233    35691    30214    30214    30196    30196        2.338     0.533228     0.223386
     sfcshp_t180     3163      653      653      653      653  8.75041e+08    0.0961943    0.0510229
     sfcshp_t183     3163       55       55       55       55   1.3484e+09     0.142292    0.0716732
     sfcshp_q180     3163      444      444      444      444   0.00104079     0.831999     0.359001
     sfcshp_q183     3163      317      317      317      317      928.776     0.236062    0.0867577
    sfcshp_ps180     3163     1253     1253     1247     1247       38.253      2.47921     0.849677
    sfcshp_uv280     3163     1968     1968     1968     1968      2.65051     0.229127     0.111463
    sfcshp_uv282     3163       46       46       38       38       1.0792      2.14977     0.162327
    sfcshp_uv284     3163      262      262      256      256      1.12485      1.44452     0.423758
