               program              observation         number         status
            larccld.fd                GOES_EAST        1050592           read
            larccld.fd                GOES_WEST         824378           read
           metarcld.fd                raw_METAR           5788           read
           metarcld.fd       METAR_on_MPAS_mesh        1068976      processed
          lightning.fd            raw_lightning          39048           read
          lightning.fd   lightning_on_MPAS_mesh           2210      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           64.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1068976       ingested
      cloudanalysis.fd                lightning           2210       ingested
      cloudanalysis.fd                     refl             33       ingested
