        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3893641  3893641  3893641  3757393  3757393            5     0.371519     0.371519
     adpsfc_t181     8460      572      572      564      564       0.7528      1.35893     0.589704
     adpsfc_t183     8460      214      214      212      212  3.29379e+09    0.0733552    0.0394366
     adpsfc_t187     8460     2039     2039     2039     2039       2.2585     0.187816     0.151654
     adpsfc_q181     8460     2745     2745     2743     2743      889.574    0.0719783    0.0358611
     adpsfc_q183     8460     2955     2955     2951     2951       963.15    0.0214495   0.00970237
     adpsfc_q187     8460     2556     2556     2554     2554      471.117     0.426976     0.266931
    adpsfc_ps181     8460      572      572      560      560      55.1245      1.87578     0.432966
    adpsfc_ps187     8460     1931     1931     1927     1927      54.9381      1.63288     0.297716
    adpsfc_uv281     8460     1124     1124     1118     1118      1.70361      0.57846     0.256468
    adpsfc_uv284     8460      424      424      404      404      1.29229      1.12565     0.428505
    adpsfc_uv287     8460     4038     4038     4018     4018       1.5874      0.55702     0.281882
     adpupa_t120     2042      926      926      926      926      3.08582     0.102196    0.0344903
     adpupa_q120     2042      468      468      468      468   0.00162659    0.0805497    0.0260112
    adpupa_ps120     2042        6        6        6        6      70.9883     0.464511    0.0842278
    adpupa_uv220     2042     2222     2222     2222     2222      2.61719     0.593762     0.153946
     aircar_t133    12907     5431     5431     5424     5424      1.78358     0.655491     0.285309
     aircar_q133    12907      353      353      353      353     0.727518     0.384639     0.167578
    aircar_uv233    12907    11054    11054    11024    11024      2.48408     0.745158      0.23739
     sfcshp_t180     3079      683      683      682      682   5.4153e+08    0.0459385    0.0525563
     sfcshp_t183     3079       52       52       51       51  1.40028e+09     0.340003     0.362917
     sfcshp_q180     3079      477      477      476      476   0.00106424     0.413711     0.241529
     sfcshp_q183     3079      306      306      305      305      936.446     0.131355      0.10392
    sfcshp_ps180     3079      776      776      770      768       38.007      4.50107      0.66834
    sfcshp_uv280     3079     1304     1304     1302     1302      2.64785     0.197195     0.127656
    sfcshp_uv282     3079       22       22       22       22      1.07934      0.75546     0.283327
    sfcshp_uv284     3079      224      224      222      222       1.1364      1.14561     0.323574
