               program              observation         number         status
            larccld.fd                GOES_EAST        1050267           read
            larccld.fd                GOES_WEST         827095           read
           metarcld.fd                raw_METAR           5763           read
           metarcld.fd       METAR_on_MPAS_mesh        1060860      processed
          lightning.fd            raw_lightning          29469           read
          lightning.fd   lightning_on_MPAS_mesh           2880      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1060860       ingested
      cloudanalysis.fd                lightning           2880       ingested
      cloudanalysis.fd                     refl             33       ingested
