        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3933746  3933746  3933746  3800956  3800956            5     0.398811     0.398811
     adpsfc_t181     8604      376      376      367      367       0.7528      2.04366     0.681857
     adpsfc_t183     8604      202      202      200      200        3e+09    0.0800643    0.0480869
     adpsfc_t187     8604     2101     2101     2099     2099       2.2585     0.232146     0.156564
     adpsfc_q181     8604     2942     2942     2939     2939      933.638    0.0814876    0.0520295
     adpsfc_q183     8604     3142     3142     3137     3137      966.959    0.0192595   0.00991719
     adpsfc_q187     8604     2432     2432     2429     2429      390.952     0.626502     0.366667
    adpsfc_ps181     8604      377      377      374      374      55.6584       1.0935     0.245413
    adpsfc_ps187     8604     2009     2009     2009     2009      54.7195      1.44745     0.322117
    adpsfc_uv281     8604      654      654      648      648      1.72181     0.703075     0.320901
    adpsfc_uv284     8604      400      400      390      390      1.25547      1.16862     0.439908
    adpsfc_uv287     8604     4012     4012     3972     3972       1.5874     0.728253     0.419522
     aircar_t133    54259    23650    23650    23640    23640     0.936481     0.357222     0.203357
     aircar_q133    54259     2115     2115     2115     2115     0.527779     0.343321     0.218251
    aircar_uv233    54259    47626    47626    47596    47596      2.32996     0.460383     0.225584
     sfcshp_t180     2955      577      577      576      576  8.33333e+08    0.0770538    0.0816157
     sfcshp_t183     2955       40       40       40       40  1.58114e+09     0.201903     0.214375
     sfcshp_q180     2955      413      413      412      412   0.00116202     0.593656     0.400046
     sfcshp_q183     2955      229      229      228      228      930.959     0.258118      0.19482
    sfcshp_ps180     2955     1172     1172     1170     1170      38.2297      3.41231     0.715536
    sfcshp_uv280     2955     1864     1864     1862     1862      2.64947     0.228185      0.14263
    sfcshp_uv282     2955       30       30       30       30      1.07925     0.318813     0.209133
    sfcshp_uv284     2955      232      232      230      230      1.12537      2.10146     0.836204
