               program              observation         number         status
            larccld.fd                GOES_EAST        1048624           read
            larccld.fd                GOES_WEST         822097           read
           metarcld.fd                raw_METAR           5306           read
           metarcld.fd       METAR_on_MPAS_mesh        1065201      processed
          lightning.fd            raw_lightning          29030           read
          lightning.fd   lightning_on_MPAS_mesh           4434      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           64.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1065201       ingested
      cloudanalysis.fd                lightning           4434       ingested
      cloudanalysis.fd                     refl             33       ingested
