        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3917393  3917393  3917393  3781851  3781851            5     0.467686     0.467686
     adpsfc_t181     9465      373      373      363      363       0.7528      2.30462     0.652674
     adpsfc_t183     9465      214      214      212      212  3.29379e+09    0.0474854    0.0288647
     adpsfc_t187     9465     2121     2121     2114     2114       2.2585      0.19841     0.141239
     adpsfc_q181     9465     3229     3229     3226     3226      940.131    0.0694321    0.0430179
     adpsfc_q183     9465     3440     3440     3435     3435      968.131     0.016064    0.0086671
     adpsfc_q187     9465     2449     2449     2446     2446      388.017     0.448933     0.297643
    adpsfc_ps181     9465      374      374      372      372      55.7041      1.40063       0.2757
    adpsfc_ps187     9465     1972     1972     1972     1972      54.7598      1.22538     0.304456
    adpsfc_uv281     9465      656      656      650      650      1.72233      0.81131     0.365044
    adpsfc_uv284     9465      424      424      412      412      1.28842      1.18191     0.502949
    adpsfc_uv287     9465     4040     4040     4006     4006       1.5874     0.789154     0.445254
     aircar_t133    52584    23128    23128    23113    23113     0.951267     0.350664      0.21266
     aircar_q133    52584     1856     1856     1856     1856     0.198891     0.276553     0.159221
    aircar_uv233    52584    46514    46514    46464    46464      2.33134       0.4316     0.228948
     sfcshp_t180     3067      623      623      623      623  6.93932e+08     0.120066    0.0828242
     sfcshp_t183     3067       44       44       44       44  2.61116e+09     0.188903     0.109954
     sfcshp_q180     3067      423      423      423      423   0.00105765     0.558248     0.347319
     sfcshp_q183     3067      284      284      284      284      942.902     0.372496     0.258322
    sfcshp_ps180     3067     1216     1216     1206     1206      38.2403      3.61542     0.826526
    sfcshp_uv280     3067     1932     1932     1930     1930      2.64922     0.219415     0.145911
    sfcshp_uv282     3067       40       40       40       40      1.07919       1.9796     0.340461
    sfcshp_uv284     3067      230      230      226      226      1.12748      1.53948     0.347682
