               program              observation         number         status
            larccld.fd                GOES_EAST        1050365           read
            larccld.fd                GOES_WEST         822244           read
           metarcld.fd                raw_METAR           6020           read
           metarcld.fd       METAR_on_MPAS_mesh        1065501      processed
          lightning.fd            raw_lightning          23026           read
          lightning.fd   lightning_on_MPAS_mesh           3143      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           65.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1065501       ingested
      cloudanalysis.fd                lightning           3143       ingested
      cloudanalysis.fd                     refl             33       ingested
