        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3912205  3912205  3912205  3793360  3793360            5     0.407827     0.407827
     adpsfc_t181     9428      383      383      368      368       0.7528      1.76826     0.649308
     adpsfc_t183     9428      214      214      212      212  3.36463e+09    0.0478814    0.0272197
     adpsfc_t187     9428     2127     2127     2122     2122       2.2585      0.20608     0.142487
     adpsfc_q181     9428     3264     3264     3261     3261      939.317    0.0517565    0.0321357
     adpsfc_q183     9428     3476     3476     3471     3471      968.308    0.0120585   0.00639155
     adpsfc_q187     9428     2463     2463     2460     2460      391.601     0.455663     0.291074
    adpsfc_ps181     9428      384      384      381      381      55.6715      1.64981     0.274748
    adpsfc_ps187     9428     1988     1988     1988     1988      54.7213      1.39953     0.302531
    adpsfc_uv281     9428      670      670      664      664       1.7212     0.602135     0.275883
    adpsfc_uv284     9428      424      424      418      418      1.28409      1.12664     0.448475
    adpsfc_uv287     9428     4074     4074     4052     4052       1.5874     0.724965     0.413781
     adpupa_t120       62       36       36       36       36      1.67161     0.221162     0.130279
     adpupa_q120       62       32       32       32       32    0.0339758     0.269694     0.100041
    adpupa_ps120       62        1        1        1        1        69.87      3.81878      1.32414
    adpupa_uv220       62       48       48       48       48      2.52733     0.213899     0.137229
     aircar_t133    58275    25453    25453    25434    25434       1.0012     0.401301     0.232182
     aircar_q133    58275     2192     2192     2192     2192     0.460787     0.329598     0.188338
    aircar_uv233    58275    51226    51226    51180    51180      2.33796     0.468226     0.240835
     sfcshp_t180     3009      644      644      644      644  6.82524e+08     0.135444     0.114667
     sfcshp_t183     3009       46       46       43       43      6.80029     0.201784     0.177665
     sfcshp_q180     3009      427      427      427      427   0.00111307     0.784175     0.520482
     sfcshp_q183     3009      287      287      287      287      943.506     0.251155     0.207834
    sfcshp_ps180     3009      735      735      730      730      38.0869      3.15471     0.697383
    sfcshp_uv280     3009     1208     1208     1208     1208      2.64987     0.310256     0.145162
    sfcshp_uv282     3009       36       36       36       36      1.07921     0.917606     0.217526
    sfcshp_uv284     3009      216      216      208      208      1.14269      1.78853     0.667317
