        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3854918  3854918  3854918  3722865  3722865            5     0.393759     0.393759
     adpsfc_t181     8954      359      359      356      356       0.7528      2.02716     0.947487
     adpsfc_t183     8954      216      216      214      214  3.27836e+09     0.141001    0.0925733
     adpsfc_t187     8954     1888     1888     1888     1888       2.2585     0.170637     0.141668
     adpsfc_q181     8954     2944     2944     2942     2942       936.79    0.0558895     0.024119
     adpsfc_q183     8954     3157     3157     3153     3153      964.994    0.0231601     0.012665
     adpsfc_q187     8954     2197     2197     2195     2195      401.756     0.479154      0.30112
    adpsfc_ps181     8954      360      360      358      358      55.7878     0.978463     0.207671
    adpsfc_ps187     8954     1757     1757     1757     1757      55.0258     0.988862     0.264414
    adpsfc_uv281     8954      634      634      630      630      1.72346     0.514896     0.249895
    adpsfc_uv284     8954      428      428      418      418      1.28588      1.02989     0.386767
    adpsfc_uv287     8954     3738     3738     3734     3734       1.5874     0.513028     0.293044
     aircar_t133    10524     4435     4435     4434     4434     0.909988     0.494673     0.244412
     aircar_q133    10524       95       95       95       95   0.00171809     0.190043     0.121974
    aircar_uv233    10524     8948     8948     8926     8926      2.32334     0.706466     0.243859
     sfcshp_t180     3033      619      619      617      617  6.97297e+08    0.0784337      0.06063
     sfcshp_t183     3033       42       42       42       42  2.67261e+09     0.035732    0.0412754
     sfcshp_q180     3033      406      406      404      404  0.000997964     0.485655     0.280476
     sfcshp_q183     3033      280      280      278      278      945.459    0.0300701    0.0227367
    sfcshp_ps180     3033     1224     1224     1209     1209      38.2407      2.77083     0.836196
    sfcshp_uv280     3033     1906     1906     1894     1894      2.64969     0.266978     0.160489
    sfcshp_uv282     3033       40       40       38       38       1.0792      2.30412     0.265483
    sfcshp_uv284     3033      208      208      194      194      1.13923      1.57447     0.508796
