        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3873070  3873070  3873070  3738965  3738965            5     0.336667     0.336667
     adpsfc_t181     9824      584      584      573      573       0.7528      1.97054     0.601951
     adpsfc_t183     9824      215      215      213      213  3.35673e+09     0.055927    0.0262816
     adpsfc_t187     9824     2121     2121     2118     2118       2.2585     0.227621     0.147708
     adpsfc_q181     9824     3393     3393     3389     3389      909.668     0.074155    0.0487703
     adpsfc_q183     9824     3603     3603     3597     3597      969.686    0.0176937   0.00976072
     adpsfc_q187     9824     2657     2657     2654     2654       466.61     0.445943     0.284261
    adpsfc_ps181     9824      584      584      575      575      54.8779       1.8412     0.525904
    adpsfc_ps187     9824     1965     1965     1965     1965      54.7544      1.77037     0.294262
    adpsfc_uv281     9824     1096     1096     1090     1090       1.6987     0.662199     0.307459
    adpsfc_uv284     9824      426      426      418      418      1.28371      1.41457      0.56435
    adpsfc_uv287     9824     3864     3864     3854     3854       1.5874     0.628598     0.394645
     adpupa_t120    15366     7134     7134     7134     7134      3.17073    0.0407191     0.022707
     adpupa_q120    15366     3949     3949     3949     3949     0.821911    0.0715366     0.026638
    adpupa_ps120    15366       42       42       42       42      72.9792      1.44089     0.429791
    adpupa_uv220    15366    16406    16406    16406    16406      2.62668     0.358737      0.12848
     aircar_t133    56134    24658    24658    24642    24642     0.946803     0.310775     0.183752
     aircar_q133    56134     1847     1847     1847     1847     0.429914     0.311034     0.190624
    aircar_uv233    56134    49376    49376    49344    49344      2.33112     0.368455       0.1844
     sfcshp_t180     3150      657      657      657      657  1.17041e+09     0.127066     0.112161
     sfcshp_t183     3150       46       46       46       46  1.47442e+09     0.654819     0.197817
     sfcshp_q180     3150      453      453      453      453   0.00114027     0.695132     0.387321
     sfcshp_q183     3150      293      293      293      293      944.675    0.0815231    0.0506259
    sfcshp_ps180     3150     1257     1257     1250     1249      38.6218      3.72852     0.817445
    sfcshp_uv280     3150     2014     2014     2014     2014      2.65727     0.323762     0.169302
    sfcshp_uv282     3150       32       32       32       32      1.07924      1.00204     0.106242
    sfcshp_uv284     3150      230      230      226      226      1.12655        1.902     0.541492
