loop1: max_iter=50, norm_reduction(target=0.001, final=0.000943676)
  i                   resNorm                         J                        Jb                      JoJc
  0         1712.691401514202      1586197.211507478962            0.000000000000      1586197.211507478962
  1         1082.262568395973      1574310.776823889930           96.332976067320      1574214.443847822957
  2         1323.112483740876      1567542.385461827973          315.499406341532      1567226.886055486975
  3          940.974614611843      1562961.138017369900          612.056589171331      1562349.081428197911
  4          950.807472877036      1560550.804497291101          840.725017884592      1559710.079479405889
  5          755.135300065891      1557620.521936136996         1228.336683998132      1556392.185252137948
  6          567.783734772789      1555172.753483268898         1678.488590963995      1553494.264892305015
  7          514.217942536256      1553112.731914686970         2190.545761886892      1550922.186152799986
  8          456.469551788388      1551868.979914441006         2584.192879859463      1549284.787034580950
  9          415.540431141337      1550541.401942502009         3107.577501392675      1547433.824441109085
 10          380.179154804553      1549545.104618632002         3592.603220498311      1545952.501398134045
 11          297.563314114315      1548698.270742637105         4087.303382224741      1544610.967360412003
 12          245.905177051249      1547945.690449551912         4612.313895505305      1543333.376554046990
 13          233.736177942420      1547430.396163814934         5034.723077887100      1542395.673085927963
 14          202.916809905010      1547050.049235143000         5391.307703389099      1541658.741531752981
 15          179.625570729722      1546708.479337336961         5754.825585011281      1540953.653752326034
 16          163.970237057986      1546487.619218728039         6017.886198991045      1540469.733019737061
 17          138.395618083923      1546309.808621206088         6250.675972352770      1540059.132648852887
 18          132.692135119713      1546163.893719864078         6459.874003559952      1539704.019716304028
 19          102.812082410906      1546049.184240903007         6639.039584523796      1539410.144656379009
 20           97.241828993496      1545958.335269626928         6792.873179465775      1539165.462090160931
 21           78.987042848430      1545882.633482269011         6931.660029773311      1538950.973452496110
 22           67.974896386997      1545822.031608203892         7051.839745877350      1538770.191862326115
 23           62.424617278633      1545781.049716553884         7139.153462734163      1538641.896253820043
 24           53.741905696102      1545752.334940406960         7204.176301956049      1538548.158638451016
 25           44.903330085127      1545728.067382016918         7262.394582017842      1538465.672799998894
 26           41.483115346176      1545709.594386450946         7309.351913212771      1538400.242473237915
 27           34.989708505730      1545696.402881789021         7344.718309179971      1538351.684572608909
 28           29.079723054841      1545684.575079512084         7378.157340675749      1538306.417738836026
 29           26.212429152960      1545676.615870119072         7401.864751931682      1538274.751118187094
 30           23.707793614400      1545670.583215384046         7420.705063901691      1538249.878151481971
 31           19.230905518000      1545666.198950507911         7435.012850003535      1538231.186100505060
 32           17.584575906208      1545662.580516485032         7447.342118489352      1538215.238397995010
 33           15.137969329266      1545659.897679076996         7456.884122470627      1538203.013556605903
 34           13.346593370918      1545658.074180671014         7463.624012668513      1538194.450168001931
 35           10.830945975348      1545656.557559153996         7469.438549208475      1538187.119009946007
 36           10.122162977914      1545655.421646144940         7473.958218878674      1538181.463427267037
 37            8.559925435198      1545654.653132450068         7477.121856933196      1538177.531275515910
 38            7.029866248546      1545653.938697400037         7480.165738085165      1538173.772959314985
 39            6.285580040944      1545653.444995661965         7482.345385739676      1538171.099609921919
 40            5.678763701932      1545653.101947721094         7483.909413763277      1538169.192533958005
 41            4.802204063534      1545652.826947838068         7485.202274299628      1538167.624673539074
 42            4.061420647536      1545652.632675176021         7486.142983493108      1538166.489691683091
 43            3.414869660737      1545652.475121153984         7486.928363458506      1538165.546757695964
 44            3.007846011856      1545652.347327281954         7487.585418472772      1538164.761908808956
 45            2.662696351909      1545652.257668181090         7488.060732218921      1538164.196935961954
 46            2.167911564501      1545652.193530103890         7488.410442145640      1538163.783087959047
 47            1.956446018378      1545652.151515782112         7488.645389922820      1538163.506125858985
 48            1.616226037684      1545652.113042399986         7488.866179406692      1538163.246862993110

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00133005)
  i                   resNorm                         J                        Jb                      JoJc
  0           55.650794879391      1545809.177323221928         7488.866179406692      1538320.311143815052
  1           44.073873812577      1545776.108908982016         7491.019122118281      1538285.089786862954
  2           49.543823315635      1545767.018254010007         7492.861149899188      1538274.157104110112
  3           41.304889372222      1545761.923752835952         7494.053393286212      1538267.870359549997
  4           33.531501499729      1545754.178139013937         7495.807015189796      1538258.371123824967
  5           30.511619235500      1545747.795309686102         7497.028208654136      1538250.767101031961
  6           25.062145643479      1545742.531452460913         7498.691304208363      1538243.840148252901
  7           28.981802270973      1545738.821931855986         7500.231204415743      1538238.590727441013
  8           22.649659784134      1545734.337444656063         7502.063410128244      1538232.274034528062
  9           26.662180356327      1545731.961922270944         7503.178989054400      1538228.782933216076
 10           18.952157325308      1545729.091159068048         7504.814030210297      1538224.277128857095
 11           17.048999140565      1545726.873314613011         7506.480314339413      1538220.393000273965
 12           15.600768301680      1545724.675944925984         7508.122132498376      1538216.553812426981
 13           13.772950770668      1545723.054001594894         7509.501729904400      1538213.552271690918
 14           12.209858961290      1545721.683417492080         7510.976616151912      1538210.706801339984
 15           10.358861193142      1545720.674249314005         7511.863315737625      1538208.810933575965
 16            9.218356362545      1545719.829774527112         7512.550057806833      1538207.279716720106
 17            7.218480607551      1545719.177431049990         7513.212972677884      1538205.964458371978
 18            7.042195823908      1545718.657130392967         7513.523367828830      1538205.133762564976
 19            6.154334677767      1545718.267688618042         7513.853084723376      1538204.414603894111
 20            5.388826169822      1545717.970330456970         7514.079341651594      1538203.890988806030
 21            4.823483276772      1545717.743213979993         7514.122208829651      1538203.621005150024
 22            4.410516203130      1545717.564250611002         7514.240031701607      1538203.324218909023
 23            3.604165418742      1545717.437951924978         7514.218679170906      1538203.219272753922
