               program              observation         number         status
            larccld.fd                GOES_EAST        1035426           read
            larccld.fd                GOES_WEST         825911           read
           metarcld.fd                raw_METAR           7288           read
           metarcld.fd       METAR_on_MPAS_mesh        1092806      processed
          lightning.fd            raw_lightning          57961           read
          lightning.fd   lightning_on_MPAS_mesh           5938      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           68.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1092806       ingested
      cloudanalysis.fd                lightning           5938       ingested
      cloudanalysis.fd                     refl             33       ingested
