               program              observation         number         status
            larccld.fd                GOES_EAST        1042980           read
            larccld.fd                GOES_WEST         827625           read
           metarcld.fd                raw_METAR           4719           read
           metarcld.fd       METAR_on_MPAS_mesh        1062649      processed
          lightning.fd            raw_lightning          16964           read
          lightning.fd   lightning_on_MPAS_mesh           1303      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1062649       ingested
      cloudanalysis.fd                lightning           1303       ingested
      cloudanalysis.fd                     refl             33       ingested
