        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3886014  3886014  3886014  3752029  3752029            5     0.333393     0.333393
     adpsfc_t181     9624      363      363      361      361       0.7528      1.48519      0.66146
     adpsfc_t183     9624      215      215      213      213  3.21382e+09     0.110015    0.0540736
     adpsfc_t187     9624     2058     2058     2058     2058       2.2585     0.195915     0.160719
     adpsfc_q181     9624     3216     3216     3214     3214      941.555     0.051805    0.0277044
     adpsfc_q183     9624     3428     3428     3424     3424       967.88    0.0194575    0.0109372
     adpsfc_q187     9624     2362     2362     2360     2360      389.634     0.418125     0.273313
    adpsfc_ps181     9624      364      364      362      362      55.6035      1.18264     0.262973
    adpsfc_ps187     9624     1928     1928     1928     1928      55.0118      1.22527     0.295486
    adpsfc_uv281     9624      648      648      642      642       1.7241     0.617306     0.246029
    adpsfc_uv284     9624      426      426      416      416      1.28743      1.03541     0.388051
    adpsfc_uv287     9624     4110     4110     4104     4104       1.5874      0.45458     0.248386
     adpupa_t120      922      251      251      251      251  7.00784e+19     0.144499     0.093188
     adpupa_q120      922       78       78       78       78  0.000730905     0.234295    0.0810689
    adpupa_ps120      922        1        1        1        1       74.148      1.12178     0.343796
    adpupa_uv220      922      970      970      970      970  1.02341e+20     0.387876     0.209035
     aircar_t133     8140     3472     3472     3470     3470     0.923554     0.282526     0.157202
     aircar_q133     8140      147      147      147      147    0.0018657     0.122713    0.0671785
    aircar_uv233     8140     6930     6930     6926     6926      2.32777       0.4144     0.167547
     sfcshp_t180     3218      668      668      667      667  7.74403e+08    0.0557214    0.0519217
     sfcshp_t183     3218       47       47       47       47  1.45865e+09    0.0555369    0.0414083
     sfcshp_q180     3218      450      450      449      449   0.00104784     0.357049     0.273102
     sfcshp_q183     3218      281      281      280      280      936.384     0.114017     0.056011
    sfcshp_ps180     3218     1272     1272     1262     1262      38.2287      3.29916     0.778747
    sfcshp_uv280     3218     2014     2014     2012     2012      2.64926     0.194051      0.11143
    sfcshp_uv282     3218       44       44       44       44      1.07948      1.15448      0.12361
    sfcshp_uv284     3218      240      240      240      240      1.12794      1.06667     0.320242
