               program              observation         number         status
            larccld.fd                GOES_EAST        1048678           read
            larccld.fd                GOES_WEST         824767           read
           metarcld.fd                raw_METAR           5644           read
           metarcld.fd       METAR_on_MPAS_mesh        1061088      processed
          lightning.fd            raw_lightning          23147           read
          lightning.fd   lightning_on_MPAS_mesh           1840      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           61.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1061088       ingested
      cloudanalysis.fd                lightning           1840       ingested
      cloudanalysis.fd                     refl             33       ingested
