        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3923137  3923137  3923137  3790631  3790631            5      0.38319      0.38319
     adpsfc_t181    10193      593      593      583      583       0.7528      1.78234      0.62624
     adpsfc_t183    10193      224      224      222      222  3.35578e+09    0.0715689    0.0429978
     adpsfc_t187    10193     2125     2125     2120     2120       2.2585     0.224522      0.15676
     adpsfc_q181    10193     3549     3549     3545     3545      912.395    0.0912124    0.0583395
     adpsfc_q183    10193     3769     3769     3763     3763      969.631    0.0184968    0.0115451
     adpsfc_q187    10193     2673     2673     2669     2669        468.9     0.658381     0.377666
    adpsfc_ps181    10193      594      594      585      585      55.0497      1.53738      0.48569
    adpsfc_ps187    10193     1995     1995     1993     1993      54.7928      1.50438     0.322135
    adpsfc_uv281    10193     1154     1154     1148     1148       1.7049     0.661932     0.355614
    adpsfc_uv284    10193      452      452      444      444      1.27774      1.09475     0.465864
    adpsfc_uv287    10193     4136     4136     4090     4090       1.5874     0.706323     0.408164
     adpupa_t120    43124    20040    20040    19843    19843  6.15087e+19    0.0586464    0.0310889
     adpupa_q120    43124     9465     9465     9423     9423      1.87299     0.133502    0.0452059
    adpupa_ps120    43124      122      122      121      121      71.1662       1.7119      0.40918
    adpupa_uv220    43124    46032    46032    45616    45616    6.144e+19     0.482104     0.161059
     aircar_t133    84221    35114    35114    35105    35105     0.950093     0.373839     0.221659
     aircar_q133    84221     3209     3209     3209     3209     0.369056     0.317129     0.182617
    aircar_uv233    84221    70972    70972    70922    70922      2.33328     0.503049     0.261362
     sfcshp_t180     6649     1477     1477     1476     1476  6.88662e+08    0.0589486    0.0638617
     sfcshp_t183     6649       87       87       87       87   1.5162e+09     0.177268     0.164685
     sfcshp_q180     6649      884      884      883      883    0.0011707     0.433349     0.215262
     sfcshp_q183     6649      516      516      515      515       944.15      0.14425     0.120334
    sfcshp_ps180     6649     2205     2205     2196     2196      38.1963      3.03222     0.697997
    sfcshp_uv280     6649     3444     3444     3442     3442      2.64824     0.208636     0.126124
    sfcshp_uv282     6649      112      112      112      112      1.08398      1.60969     0.254716
    sfcshp_uv284     6649      444      444      440      440      1.11724      2.11865     0.513317
