        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3887616  3887616  3887616  3756031  3756031            5     0.258728     0.258728
     adpsfc_t181     8208      360      360      357      357       0.7528      1.72264     0.882879
     adpsfc_t183     8208      214      214      212      212  3.14733e+09     0.100753    0.0677974
     adpsfc_t187     8208     2022     2022     2022     2022       2.2585     0.245238     0.185882
     adpsfc_q181     8208     2673     2673     2671     2671      930.246    0.0586975    0.0362748
     adpsfc_q183     8208     2881     2881     2877     2877       962.57    0.0220363    0.0109688
     adpsfc_q187     8208     2328     2328     2326     2326      390.279     0.415184     0.269018
    adpsfc_ps181     8208      362      362      360      360      55.7698     0.832808      0.23841
    adpsfc_ps187     8208     1919     1919     1919     1919      55.1125      1.06193     0.300685
    adpsfc_uv281     8208      646      646      642      642      1.72076     0.454855     0.203592
    adpsfc_uv284     8208      424      424      420      420      1.28141     0.910119     0.330142
    adpsfc_uv287     8208     4020     4020     4000     4000       1.5874      0.49433     0.274593
     adpupa_t120     1181      255      255      255      255   5.7637e+19     0.264115     0.105925
     adpupa_q120     1181       86       86       86       86  0.000636717     0.796807     0.105233
    adpupa_ps120     1181        2        2        2        2      73.4357       1.2431     0.217071
    adpupa_uv220     1181     1168     1168     1168     1168  9.96865e+19     0.623468     0.223167
     aircar_t133    16494     6318     6318     6314     6314     0.962125     0.378534     0.185267
     aircar_q133    16494      416      416      416      416     0.240166      0.11118     0.068473
    aircar_uv233    16494    12590    12590    12588    12588      2.33368     0.362002     0.165947
     sfcshp_t180     3238      672      672      669      669  9.47027e+08    0.0397191    0.0533128
     sfcshp_t183     3238       42       42       42       42  1.54303e+09     0.354528     0.251182
     sfcshp_q180     3238      470      470      467      467   0.00108348     0.402053     0.177348
     sfcshp_q183     3238      288      288      285      285      944.959    0.0450255    0.0297729
    sfcshp_ps180     3238     1287     1287     1277     1277      38.2918      2.66818     0.719885
    sfcshp_uv280     3238     2078     2078     2074     2074      2.65384     0.188127     0.100814
    sfcshp_uv282     3238       30       30       30       30      1.07925     0.447583     0.155633
    sfcshp_uv284     3238      232      232      232      232      1.12742     0.923161     0.339511
