        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3877605  3877605  3877605  3745046  3745046            5     0.331871     0.331871
     adpsfc_t181     9663      363      363      357      357       0.7528       2.0852     0.786489
     adpsfc_t183     9663      214      214      212      212  3.22139e+09     0.105352     0.049765
     adpsfc_t187     9663     2086     2086     2085     2085       2.2585     0.173237     0.142712
     adpsfc_q181     9663     3255     3255     3253     3253      942.264    0.0445801    0.0207424
     adpsfc_q183     9663     3466     3466     3462     3462      968.376    0.0142474    0.0091492
     adpsfc_q187     9663     2389     2389     2387     2387      387.424     0.430936     0.292928
    adpsfc_ps181     9663      364      364      362      362      55.5614     0.844483     0.227415
    adpsfc_ps187     9663     1835     1835     1835     1835      54.9987      1.25063     0.281092
    adpsfc_uv281     9663      640      640      636      636       1.7247     0.455751     0.210356
    adpsfc_uv284     9663      424      424      416      416      1.28694     0.982905     0.369974
    adpsfc_uv287     9663     4134     4134     4134     4134       1.5874     0.464757     0.266144
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    11948     5197     5197     5194     5194     0.889036     0.513934     0.239958
     aircar_q133    11948      134      134      134      134   0.00156216     0.391471     0.180515
    aircar_uv233    11948    10404    10404    10394    10394      2.32217     0.672023     0.208911
     sfcshp_t180     3126      632      632      632      632   8.8946e+08    0.0716805    0.0533941
     sfcshp_t183     3126       54       54       54       54   1.9245e+09    0.0448843    0.0268795
     sfcshp_q180     3126      420      420      420      420   0.00106183     0.449908     0.275069
     sfcshp_q183     3126      273      273      273      273      922.916     0.035237    0.0249865
    sfcshp_ps180     3126     1225     1225     1213     1213      38.2038      3.60689      0.82083
    sfcshp_uv280     3126     1900     1900     1900     1900      2.65005     0.300854     0.150328
    sfcshp_uv282     3126       40       40       40       40      1.07919      1.93087     0.202294
    sfcshp_uv284     3126      260      260      254      254      1.12197      1.10471     0.236232
