loop1: max_iter=50, norm_reduction(target=0.001, final=0.000785771)
  i                   resNorm                         J                        Jb                      JoJc
  0         1582.321626218736        48420.357188942711            0.000000000000        48420.357188942711
  1          755.240074115970        40660.211585711637           48.103891140737        40612.107694570906
  2          612.549573228664        37131.786652582487          145.446872094302        36986.339780488182
  3          465.216372520595        34208.683673145722          352.823957516011        33855.859715629696
  4          427.908805212929        32481.756763451791          580.273736792657        31901.483026659131
  5          343.281486018906        30843.109294218939          929.529021918994        29913.580272299940
  6          302.274073620265        29806.981225199350         1251.171395510902        28555.809829688449
  7          249.540040975118        28790.412159204789         1686.959952674345        27103.452206530441
  8          225.801749392966        28262.491039813529         1978.206774622626        26284.284265190901
  9          188.475018937111        27744.607849552442         2329.018266399073        25415.589583153360
 10          164.559698101366        27391.860913181779         2617.969946347690        24773.890966834089
 11          160.160422273316        27169.373020157011         2829.000002076520        24340.373018080489
 12          129.506563585656        26957.499197475001         3058.325588100451        23899.173609374549
 13           94.611851290338        26792.603420156611         3261.674535403115        23530.928884753492
 14           78.575939815878        26647.522381932489         3466.309611056146        23181.212770876340
 15           67.447968127036        26555.663469949111         3613.644265691865        22942.019204257249
 16           56.110084785424        26491.112170056102         3729.256762903938        22761.855407152161
 17           53.304202043237        26456.519837221771         3796.960318018481        22659.559519203289
 18           43.303355321990        26425.033870025400         3863.629508422482        22561.404361602919
 19           36.215167924042        26405.304836039209         3908.642046807610        22496.662789231599
 20           30.312888791113        26387.547102583889         3952.207434542088        22435.339668041801
 21           22.271174389707        26375.526956682541         3983.938650657405        22391.588306025129
 22           18.877705188622        26366.115869921890         4010.664612329751        22355.451257592140
 23           17.098200311279        26360.870759900881         4026.605527815778        22334.265232085101
 24           13.840581633125        26357.187698855301         4038.457655196667        22318.730043658630
 25           12.334513955889        26354.619962512079         4047.175459751848        22307.444502760231
 26            9.800513675561        26352.808117170269         4053.643732801001        22299.164384369269
 27            8.003001444191        26351.425273607030         4058.830723639459        22292.594549967569
 28            6.877612306619        26350.503323115980         4062.460927682366        22288.042395433618
 29            6.198191954341        26349.880992468839         4065.023546547548        22284.857445921290
 30            4.767546470837        26349.443669400189         4066.900089750758        22282.543579649431
 31            3.785845154204        26349.127191473821         4068.313188897135        22280.814002576681
 32            3.146833489268        26348.882150390389         4069.454499605523        22279.427650784859
 33            2.902002276608        26348.724926667539         4070.218443659021        22278.506483008521
 34            2.262629061418        26348.621056982520         4070.742614483101        22277.878442499419
 35            1.832376156234        26348.552388208591         4071.101189840952        22277.451198367638
 36            1.687479403824        26348.503740402539         4071.363772731320        22277.139967671221
 37            1.243341777616        26348.464054743868         4071.585563395036        22276.878491348831

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000874482)
  i                   resNorm                         J                        Jb                      JoJc
  0           76.314588903493        26391.237593975478         4071.585563395036        22319.652030580441
  1           36.294519719724        26335.459893297699         4075.205834026507        22260.254059271188
  2           28.968845129792        26321.901073800502         4075.809371309387        22246.091702491110
  3           22.557078467927        26312.514320972768         4078.495646882018        22234.018674090748
  4           26.184621960696        26306.460007555601         4079.145990211865        22227.314017343739
  5           20.474998024456        26301.732869156709         4080.652371497498        22221.080497659219
  6           18.615975456453        26298.879293052240         4082.496981532252        22216.382311519981
  7           16.026919553400        26296.590969243662         4083.189306861981        22213.401662381679
  8           14.242078930268        26294.670316313361         4084.540969664546        22210.129346648810
  9           10.273617943376        26292.876075234450         4085.814427973492        22207.061647260962
 10            9.441986061862        26291.695514339881         4086.442090430235        22205.253423909649
 11            8.526033449992        26290.802495295560         4086.963534122483        22203.838961173082
 12            7.989568354323        26290.162632272590         4087.298635944420        22202.863996328171
 13            6.945398805353        26289.542343090681         4087.728554367240        22201.813788723441
 14            6.840268121303        26289.099640906541         4088.004319381721        22201.095321524819
 15            5.548462105123        26288.747313567601         4088.313043918179        22200.434269649420
 16            4.626531869136        26288.351552552380         4088.681657867208        22199.669894685168
 17            3.665373280490        26288.091141194891         4088.695154005935        22199.395987188960
 18            3.221006649107        26287.894840552060         4088.763072411083        22199.131768140978
 19            2.579066104627        26287.770453422250         4088.606063653399        22199.164389768848
 20            1.945583744806        26287.678329485560         4088.545176824243        22199.133152661321
 21            1.898940577512        26287.626523104562         4088.536118790556        22199.090404314011
 22            1.705586272862        26287.586962654270         4088.489029064852        22199.097933589419
 23            1.374593709579        26287.554887370781         4088.416250999083        22199.138636371699
 24            1.205193048663        26287.534070180391         4088.329940191383        22199.204129989012
 25            0.950637625533        26287.515479074598         4088.213723796620        22199.301755277978
 26            0.791901764033        26287.501345071629         4088.170927650930        22199.330417420701
 27            0.643246417879        26287.491859881120         4088.163516277723        22199.328343603389
 28            0.538706565080        26287.485573438498         4088.169864961878        22199.315708476621
 29            0.488825795294        26287.481562876990         4088.185085340150        22199.296477536849
 30            0.358267130427        26287.478818745229         4088.193397136120        22199.285421609111
 31            0.321707142480        26287.476921405560         4088.215114653099        22199.261806752460
 32            0.288829645042        26287.475599484991         4088.237502426349        22199.238097058638
 33            0.225138502779        26287.474632055440         4088.247814244502        22199.226817810941
 34            0.177076722231        26287.473827515190         4088.261731552062        22199.212095963128
 35            0.148373486982        26287.473350101209         4088.270999438948        22199.202350662261
 36            0.123918673082        26287.472984646720         4088.288328228423        22199.184656418300
 37            0.102771517969        26287.472753564882         4088.301449165798        22199.171304399079
 38            0.081194611606        26287.472608305750         4088.311524650599        22199.161083655152
 39            0.066735737208        26287.472498846411         4088.320931483525        22199.151567362889

