        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181    10446     3967      589      579      579       0.7528      1.51932     0.508374
     adpsfc_t183    10446     3967      225      223      223   3.4796e+09    0.0532787    0.0281139
     adpsfc_t187    10446     2959     2102     2100     2100       2.2585     0.215472      0.14992
     adpsfc_q181    10446     3884     3619     3615     3615      914.754    0.0682929    0.0379374
     adpsfc_q183    10446     3884     3839     3833     3833      970.175    0.0191397   0.00967964
     adpsfc_q187    10446     2910     2648     2644     2644      469.506     0.443085     0.309787
    adpsfc_ps181    10446     8026      591      583      583       55.202      1.31438     0.494803
    adpsfc_ps187    10446     3010     1969     1968     1968      54.8477      1.24702     0.358863
    adpsfc_uv281    10446     7786     1154     1148     1148       1.7038     0.744139     0.333424
    adpsfc_uv284    10446     9912      454      440      440      1.28438      1.21079     0.441458
    adpsfc_uv287    10446     5842     4166     4122     4122       1.5874     0.758214     0.439526
     adpupa_t120    40477    18951    18951    18936    18936   6.1814e+19    0.0612069    0.0335918
     adpupa_q120    40477     9386     9386     9375     9375      1.09917     0.129018    0.0484604
    adpupa_ps120    40477      116      116      116      116      71.5899      1.33903     0.483606
    adpupa_uv220    40477    42934    42934    42912    42912   5.9829e+19     0.503577     0.177594
     aircar_t133    70943    29891    29891    29856    29856      1.12564     0.372246     0.232675
     aircar_q133    70943     2767     2767     2767     2767     0.284349     0.350503     0.219175
    aircar_uv233    70943    60756    60756    60704    60704      2.35842     0.529537     0.290236
     sfcshp_t180     6769     1976     1493     1490     1490  5.79284e+08     0.135735     0.100361
     sfcshp_t183     6769     1065      107      105      105  2.76026e+09     0.282898     0.228726
     sfcshp_q180     6769     1085      895      892      892   0.00116627     0.417762      0.29334
     sfcshp_q183     6769      566      529      526      526      939.289    0.0983128    0.0515165
    sfcshp_ps180     6769     6733     2235     2219     2219      38.2174      3.32908     0.684788
    sfcshp_uv280     6769     5798     3474     3466     3466      2.64681     0.401304      0.20086
    sfcshp_uv282     6769     5798      140      124      124      1.08972      3.35443     0.399359
    sfcshp_uv284     6769     5798      496      448      448      1.14694      2.04095     0.398985
