               program              observation         number         status
            larccld.fd                GOES_EAST        1039277           read
            larccld.fd                GOES_WEST         824154           read
           metarcld.fd                raw_METAR           5784           read
           metarcld.fd       METAR_on_MPAS_mesh        1071234      processed
          lightning.fd            raw_lightning          28462           read
          lightning.fd   lightning_on_MPAS_mesh           4285      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           67.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1071234       ingested
      cloudanalysis.fd                lightning           4285       ingested
      cloudanalysis.fd                     refl             33       ingested
