        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9112     3542      381      364      364       0.7528       3.7152      0.91047
     adpsfc_t183     9112     3542      215      213      213  3.21382e+09     0.175501    0.0660539
     adpsfc_t187     9112     2671     2035     2033     2033       2.2585      0.28999     0.161442
     adpsfc_q181     9112     3456     3200     3197     3197      938.417    0.0955079    0.0387073
     adpsfc_q183     9112     3456     3413     3408     3408       967.58    0.0275408    0.0105215
     adpsfc_q187     9112     2621     2369     2366     2366      398.247     0.736267     0.327521
    adpsfc_ps181     9112     7123      382      380      380      55.4947     0.682914     0.255726
    adpsfc_ps187     9112     2714     1906     1906     1906      54.5713      1.25047     0.241639
    adpsfc_uv281     9112     6442      666      662      662      1.72361     0.604352     0.373569
    adpsfc_uv284     9112     8090      426      418      418      1.28544     0.987431      0.53657
    adpsfc_uv287     9112     4898     3732     3726     3726       1.5874     0.531258      0.35649
     adpupa_t120      155       84       84       84       84      2.39634      0.11017    0.0681269
     adpupa_q120      155       63       63       63       63   0.00305205    0.0492647     0.041245
    adpupa_ps120      155        2        2        2        2       70.487      1.45408     0.529444
    adpupa_uv220      155      136      136      136      136      2.54255     0.285016     0.174331
     aircar_t133    55837    23358    23358    23345    23345     0.934847     0.345078     0.194225
     aircar_q133    55837     2101     2101     2101     2101     0.297624     0.208544     0.114305
    aircar_uv233    55837    47080    47080    47050    47050      2.32938     0.406191     0.194816
     sfcshp_t180     1912      787      632      632      632  5.62544e+08     0.116639    0.0875618
     sfcshp_t183     1912      361       28       28       28  3.77964e+09     0.138786     0.140792
     sfcshp_q180     1912      473      430      430      430   0.00111391      1.23768     0.398706
     sfcshp_q183     1912      273      264      264      264      974.093    0.0392533    0.0385556
    sfcshp_ps180     1912     1893      727      719      718      38.2337      2.81513      0.83092
    sfcshp_uv280     1912     1652     1212     1210     1210      2.64856     0.236775     0.151721
    sfcshp_uv282     1912     1652       30       30       30      1.07978      1.20875     0.173954
    sfcshp_uv284     1912     1652      114       98       98      1.18439      1.77868     0.882983
