        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3895642  3895642  3895642  3763532  3763532            5      0.28885      0.28885
     adpsfc_t181     9464      570      570      565      565       0.7528      1.35267     0.605943
     adpsfc_t183     9464      216      216      214      214  3.27836e+09    0.0467825     0.029607
     adpsfc_t187     9464     2078     2078     2078     2078       2.2585       0.1954     0.154561
     adpsfc_q181     9464     3225     3225     3223     3223       907.22    0.0554394    0.0261396
     adpsfc_q183     9464     3439     3439     3435     3435      967.681    0.0178067   0.00694641
     adpsfc_q187     9464     2594     2594     2592     2592      466.415     0.448778     0.264054
    adpsfc_ps181     9464      569      569      561      560       55.012      2.40431     0.506312
    adpsfc_ps187     9464     1981     1981     1979     1979      55.0575      1.84318     0.310877
    adpsfc_uv281     9464     1118     1118     1110     1110      1.70696     0.629865     0.260586
    adpsfc_uv284     9464      428      428      412      412      1.28358      1.30739     0.421964
    adpsfc_uv287     9464     4132     4132     4108     4108       1.5874     0.544255     0.280247
     adpupa_t120     2608     1232     1232     1232     1232      2.93904    0.0851107    0.0292082
     adpupa_q120     2608      682      682      682      682    0.0253984     0.108996    0.0262434
    adpupa_ps120     2608        7        7        7        7      71.5579      1.59259     0.170831
    adpupa_uv220     2608     2744     2744     2744     2744      2.61764     0.578804      0.17584
     aircar_t133    20192     8557     8557     8553     8553       1.0301     0.463181     0.227528
     aircar_q133    20192      402      402      402      402     0.509473     0.379979     0.191702
    aircar_uv233    20192    17236    17236    17220    17220      2.34674      0.49713     0.224326
     sfcshp_t180     3291      710      710      708      708  9.20575e+08     0.036808     0.034081
     sfcshp_t183     3291       44       44       44       44  2.13201e+09     0.059611    0.0713535
     sfcshp_q180     3291      499      499      497      497    0.0011001     0.294984     0.195957
     sfcshp_q183     3291      313      313      311      311       946.21    0.0766898    0.0585042
    sfcshp_ps180     3291     1320     1320     1312     1312      38.2265      4.87051     0.757031
    sfcshp_uv280     3291     2110     2110     2106     2106      2.64982     0.318943     0.145982
    sfcshp_uv282     3291       30       30       24       24        1.079     0.996617     0.371009
    sfcshp_uv284     3291      240      240      240      240       1.1335      1.86943     0.728186
