        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3924178  3924178  3924178  3790468  3790468            5     0.232587     0.232587
     adpsfc_t181     9451      360      360      357      357       0.7528      1.66698     0.747568
     adpsfc_t183     9451      213      213      211      211  3.15478e+09    0.0799919     0.046566
     adpsfc_t187     9451     2067     2067     2067     2067       2.2585     0.170259     0.147192
     adpsfc_q181     9451     3174     3174     3172     3172      941.439    0.0288503    0.0159671
     adpsfc_q183     9451     3384     3384     3380     3380      967.774     0.014629   0.00798812
     adpsfc_q187     9451     2372     2372     2370     2370      386.639     0.386844     0.238839
    adpsfc_ps181     9451      361      361      358      358      55.6895     0.906141      0.31076
    adpsfc_ps187     9451     1947     1947     1947     1947      55.0586      1.65909     0.264034
    adpsfc_uv281     9451      702      702      698      698       1.7222     0.364112     0.181828
    adpsfc_uv284     9451      422      422      416      416      1.28703     0.774501     0.300905
    adpsfc_uv287     9451     4122     4122     4122     4122       1.5874     0.409152     0.237722
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    10093     4178     4178     4165     4165     0.955452     0.530989     0.226134
     aircar_q133    10093      296      296      296      296     0.443808      1.35441     0.581007
    aircar_uv233    10093     8472     8472     8454     8454      2.33157      0.60124     0.208537
     sfcshp_t180     2763      557      557      557      557  8.47427e+08    0.0566395    0.0560838
     sfcshp_t183     2763       49       49       47       47   2.9173e+09     0.140488     0.126277
     sfcshp_q180     2763      348      348      348      348    0.0010819     0.400596     0.277735
     sfcshp_q183     2763      222      222      222      222        924.2     0.103822    0.0534922
    sfcshp_ps180     2763      637      637      631      631      38.1032      3.31115     0.828635
    sfcshp_uv280     2763     1000     1000     1000     1000      2.65202     0.219857      0.11082
    sfcshp_uv282     2763       38       38       36       36      1.07921      2.06174     0.508074
    sfcshp_uv284     2763      222      222      208      208      1.14669        1.728     0.442533
