        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3877753  3877753  3877753  3741753  3741753            5      0.25798      0.25798
     adpsfc_t181     9402      354      354      350      350       0.7528      1.41723     0.570492
     adpsfc_t183     9402      215      215      213      213  3.28605e+09     0.129977    0.0711478
     adpsfc_t187     9402     2060     2060     2059     2059       2.2585     0.188703     0.155546
     adpsfc_q181     9402     3118     3118     3115     3115      941.205    0.0424861    0.0176937
     adpsfc_q183     9402     3328     3328     3323     3323      967.229    0.0185336     0.010529
     adpsfc_q187     9402     2353     2353     2350     2350      385.537     0.381318     0.256653
    adpsfc_ps181     9402      355      355      352      352      55.4431     0.860905     0.191361
    adpsfc_ps187     9402     1937     1937     1936     1936       55.042      1.11488     0.291002
    adpsfc_uv281     9402      624      624      620      620      1.72437     0.483219     0.229172
    adpsfc_uv284     9402      426      426      416      416      1.28635     0.843129     0.287604
    adpsfc_uv287     9402     4094     4094     4086     4086       1.5874     0.434411     0.251537
     aircar_t133     7983     3262     3262     3259     3259      0.98858     0.381823     0.184812
     aircar_q133     7983      121      121      121      121   0.00133486     0.282664     0.145911
    aircar_uv233     7983     6526     6526     6512     6512        2.333     0.556941     0.182929
     sfcshp_t180     3083      644      644      644      644   7.8811e+08      0.09547    0.0734709
     sfcshp_t183     3083       45       45       45       45  2.10819e+09     0.127455    0.0975005
     sfcshp_q180     3083      442      442      442      442   0.00108234     0.571119     0.331761
     sfcshp_q183     3083      305      305      305      305      943.409    0.0953148    0.0384164
    sfcshp_ps180     3083     1241     1241     1230     1230      38.8179      2.72783     0.798976
    sfcshp_uv280     3083     1952     1952     1946     1946      2.65021     0.204462     0.113356
    sfcshp_uv282     3083       30       30       30       30      1.07925     0.554988    0.0906921
    sfcshp_uv284     3083      240      240      226      226      1.13826      1.22467     0.365444
