loop1: max_iter=50, norm_reduction(target=0.001, final=0.000715431)
  i                   resNorm                         J                        Jb                      JoJc
  0          719.950958177263       981486.854316201760            0.000000000000       981486.854316201760
  1          546.862551680451       978967.126475267694           24.498045492506       978942.628429775243
  2          341.138622691205       977421.103785537533           79.767831663974       977341.335953873582
  3          321.437849505726       976539.482842348400          147.214820123767       976392.268022224656
  4          252.387453163776       975669.423235449241          270.695899520056       975398.727335929172
  5          216.540180899222       975085.787878003786          404.173328307553       974681.614549696213
  6          204.717251404356       974675.915790119092          537.037127716276       974138.878662402858
  7          182.499362687321       974435.108108904329          636.845694418044       973798.262414486264
  8          152.101509019278       974190.616566114244          761.806363749788       973428.810202364461
  9          123.756263557582       973951.302137607476          915.575806919712       973035.726330687758
 10          134.902027166220       973813.685520336265         1022.831648347747       972790.853871988482
 11           94.324601974034       973711.666026909486         1114.389874811155       972597.276152098319
 12           89.175625979839       973617.643956012675         1211.003409812309       972406.640546200331
 13           71.120812523331       973563.536873911158         1273.594768421540       972289.942105489667
 14           67.680081915398       973499.409941835213         1357.228775061767       972142.181166773429
 15           49.832369891569       973461.272141631693         1413.170569336280       972048.101572295418
 16           45.489800706563       973428.972590232268         1465.630002854124       971963.342587378109
 17           38.966879689567       973407.571205975488         1503.899862544271       971903.671343431226
 18           32.176198424935       973391.855288251420         1534.449349501980       971857.405938749434
 19           24.814403154387       973379.712135163136         1560.014406858388       971819.697728304775
 20           21.744869460612       973371.472048776108         1578.739255540211       971792.732793235919
 21           16.742402710103       973364.623588703573         1595.547223576591       971769.076365126995
 22           15.270390926036       973360.386895871256         1606.747821732371       971753.639074138831
 23           14.509827846114       973357.596010341891         1614.614567125399       971742.981443216442
 24           10.330385954526       973355.335438032984         1621.378477630395       971733.956960402546
 25            8.520849910585       973353.643306965823         1626.759896265651       971726.883410700131
 26            7.482112395233       973352.609265158302         1630.242262978303       971722.367002179963
 27            6.189757127969       973351.802011252032         1633.111776267840       971718.690234984155
 28            4.990530895372       973351.271423949976         1635.098837659431       971716.172586290515
 29            4.188327997996       973350.927163499291         1636.449959045972       971714.477204453317
 30            3.485435413589       973350.696614599670         1637.394528768953       971713.302085830714
 31            3.060677858051       973350.515277100145         1638.170384612628       971712.344892487512
 32            2.672934518280       973350.406741037150         1638.654034025967       971711.752707011183
 33            2.167426670449       973350.326615990838         1639.024158248343       971711.302457742509
 34            1.650846035946       973350.261027796310         1639.338770518247       971710.922257278115
 35            1.508432244183       973350.215375289437         1639.566658506766       971710.648716782685
 36            1.069386561388       973350.182384920772         1639.737967227553       971710.444417693187
 37            0.902451142819       973350.162236093893         1639.846585224059       971710.315650869859
 38            0.820628557764       973350.148836689536         1639.921423301810       971710.227413387736
 39            0.515075481383       973350.137367851450         1639.987942756146       971710.149425095296

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000884769)
  i                   resNorm                         J                        Jb                      JoJc
  0           20.806470956596       973395.624863092788         1639.987942756146       971755.636920336634
  1           24.978702050992       973383.352156723151         1639.525637216301       971743.826519506867
  2           24.863134486827       973379.193591100397         1638.936391795921       971740.257199304528
  3           16.155811050769       973375.987488532905         1638.590893226146       971737.396595306811
  4           18.554992241936       973372.904872925719         1638.496115376599       971734.408757549128
  5           12.834394345349       973370.085243949783         1638.758562632278       971731.326681317529
  6           13.873639954746       973368.578088326845         1639.035317303757       971729.542771023116
  7           11.458119295698       973367.298831580556         1639.354748764939       971727.944082815666
  8           11.538738993980       973366.152697292739         1639.776228431191       971726.376468861592
  9            8.518698978165       973365.197326281806         1640.226889620722       971724.970436661039
 10            8.731470818693       973364.466555909486         1640.566787255776       971723.899768653675
 11            8.135938328523       973363.997726247413         1640.604478747986       971723.393247499480
 12            6.320735134295       973363.543953263201         1640.627933978587       971722.916019284632
 13            5.137187656149       973363.126631815569         1640.627275828519       971722.499355987064
 14            4.150021392468       973362.754224994220         1640.805606079932       971721.948618914234
 15            3.880037877154       973362.563824520097         1640.955950056267       971721.607874463778
 16            3.848222609487       973362.439111610875         1641.000130722858       971721.438980887993
 17            2.725218542250       973362.298216312658         1641.071619231454       971721.226597081171
 18            2.259939529063       973362.171003243653         1640.983644717342       971721.187358526280
 19            1.909221226956       973362.104187445133         1640.950146418019       971721.154041027068
 20            1.849058533861       973362.060843623593         1640.879638891277       971721.181204732275
 21            1.546029328368       973362.022209272254         1640.861604376240       971721.160604896024
 22            1.291577011324       973361.998187428107         1640.876502412282       971721.121685015853
 23            1.056864478285       973361.973563091713         1640.917847805929       971721.055715285824
 24            0.923321160181       973361.961302274256         1640.932265312140       971721.029036962078
 25            0.742391241640       973361.950982611976         1640.934278267721       971721.016704344307
 26            0.657039816058       973361.944626543322         1640.925871799819       971721.018754743505
 27            0.478650797485       973361.938194178627         1640.923004083238       971721.015190095408
 28            0.416233257439       973361.934151627705         1640.904342388673       971721.029809239088
 29            0.396520606591       973361.931501201820         1640.889129039864       971721.042372161988
 30            0.278102252679       973361.929664328927         1640.887671543552       971721.041992785409
 31            0.237941619910       973361.928256021929         1640.882703597427       971721.045552424504
 32            0.216801817935       973361.927510342211         1640.878146309925       971721.049364032340
 33            0.182058633695       973361.926952574984         1640.869869323449       971721.057083251537
 34            0.138416799313       973361.926571141230         1640.862202440679       971721.064368700609
 35            0.132581525875       973361.926300792373         1640.857059318997       971721.069241473335
 36            0.100696025694       973361.926091907430         1640.855237925822       971721.070853981655
 37            0.078013857605       973361.925926693482         1640.856087503826       971721.069839189644
 38            0.065214089730       973361.925827140920         1640.855164279377       971721.070662861574
 39            0.049308737235       973361.925751111819         1640.854285114335       971721.071465997491
 40            0.038448393980       973361.925699993852         1640.852521037241       971721.073178956634
 41            0.033693469406       973361.925674928469         1640.851970949964       971721.073703978560
 42            0.028732980941       973361.925656185253         1640.850285232222       971721.075370953069
 43            0.024077819548       973361.925644734642         1640.849242399649       971721.076402334962
 44            0.018408927071       973361.925636056578         1640.848865613361       971721.076770443236

