               program              observation         number         status
            larccld.fd                GOES_EAST        1028690           read
            larccld.fd                GOES_WEST         823635           read
           metarcld.fd                raw_METAR           7256           read
           metarcld.fd       METAR_on_MPAS_mesh        1100504      processed
          lightning.fd            raw_lightning          46294           read
          lightning.fd   lightning_on_MPAS_mesh           6110      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           67.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1100504       ingested
      cloudanalysis.fd                lightning           6110       ingested
      cloudanalysis.fd                     refl             33       ingested
