        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892891  3892891  3892891  3758352  3758352            5      0.46961      0.46961
     adpsfc_t181     8991      378      378      370      370       0.7528      1.79917     0.479333
     adpsfc_t183     8991      215      215      213      213  3.42594e+09    0.0451602    0.0244679
     adpsfc_t187     8991     2105     2105     2103     2103       2.2585     0.226722     0.152983
     adpsfc_q181     8991     3037     3037     3034     3034      935.578    0.0558463    0.0369744
     adpsfc_q183     8991     3250     3250     3245     3245      965.975    0.0133106   0.00813634
     adpsfc_q187     8991     2441     2441     2438     2438      390.754     0.459057     0.288464
    adpsfc_ps181     8991      379      379      375      375       55.366      1.99841     0.327668
    adpsfc_ps187     8991     1973     1973     1972     1972      54.8307       1.3889     0.300951
    adpsfc_uv281     8991      658      658      652      652      1.72292     0.756597     0.362606
    adpsfc_uv284     8991      426      426      416      416      1.28322      1.16663     0.470732
    adpsfc_uv287     8991     4066     4066     4048     4048       1.5874      0.80026     0.439151
     aircar_t133    53107    23124    23124    23096    23096     0.985334     0.371769     0.205216
     aircar_q133    53107     1966     1966     1966     1966      0.25741     0.264896     0.156944
    aircar_uv233    53107    46766    46766    46728    46728      2.33593     0.461225     0.235756
     sfcshp_t180     2967      624      624      623      623  8.95862e+08     0.127141    0.0933432
     sfcshp_t183     2967       46       46       46       46  2.08514e+09       1.0576     0.267904
     sfcshp_q180     2967      422      422      422      422   0.00112631     0.730556     0.373158
     sfcshp_q183     2967      285      285      285      285      939.384    0.0289741    0.0218675
    sfcshp_ps180     2967      714      714      703      702       38.169      4.02347     0.958346
    sfcshp_uv280     2967     1172     1172     1172     1172      2.65038     0.264518     0.156815
    sfcshp_uv282     2967       30       30       30       30      1.07925     0.997985     0.288284
    sfcshp_uv284     2967      214      214      192      192      1.14531      1.30895     0.405838
