        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3923549  3923549  3923549  3790070  3790070            5     0.224562     0.224562
     adpsfc_t181    10640      593      593      581      581       0.7528      1.41294      0.55112
     adpsfc_t183    10640      225      225      223      223   3.2806e+09    0.0691763    0.0340396
     adpsfc_t187    10640     2108     2108     2108     2108       2.2585     0.131036     0.114113
     adpsfc_q181    10640     3618     3618     3616     3616      914.326    0.0505745     0.028333
     adpsfc_q183    10640     3838     3838     3834     3834      970.183    0.0132672   0.00578179
     adpsfc_q187    10640     2642     2642     2640     2640      471.067     0.386787     0.239257
    adpsfc_ps181    10640      596      596      588      588      55.2236      1.73866     0.502006
    adpsfc_ps187    10640     1951     1951     1951     1951      54.9557       1.7119     0.296441
    adpsfc_uv281    10640     1158     1158     1154     1154      1.70524      0.37077     0.187331
    adpsfc_uv284    10640      454      454      448      448      1.28173     0.739717     0.308432
    adpsfc_uv287    10640     4172     4172     4170     4170       1.5874     0.409937     0.247601
     adpupa_t120    28979    13878    13878    13878    13878   6.3046e+19    0.0763363    0.0395136
     adpupa_q120    28979     6950     6950     6950     6950     0.610426     0.137586    0.0500364
    adpupa_ps120    28979       82       82       81       81      70.2107      1.13133      0.32667
    adpupa_uv220    28979    30110    30110    30110    30110  5.67447e+19     0.553793      0.17181
     aircar_t133    54744    24863    24863    24840    24840     0.972326     0.441061     0.214326
     aircar_q133    54744     1832     1832     1832     1832     0.590369      0.45827     0.190982
    aircar_uv233    54744    49934    49934    49910    49910      2.33465     0.554803     0.224969
     sfcshp_t180     6387     1805     1805     1803     1803  4.07909e+08    0.0568703    0.0398043
     sfcshp_t183     6387      102      102      100      100  1.73205e+09     0.152366     0.098915
     sfcshp_q180     6387      832      832      830      830   0.00106277     0.377134     0.176718
     sfcshp_q183     6387      494      494      492      492       939.35     0.130807     0.108006
    sfcshp_ps180     6387     2019     2019     2007     2007      38.0402      3.30171     0.591271
    sfcshp_uv280     6387     3270     3270     3264     3264      2.64552     0.283163     0.107011
    sfcshp_uv282     6387       78       78       78       78      1.08379     0.961253     0.232203
    sfcshp_uv284     6387      458      458      428      428      1.14281       1.3232     0.334552
