               program              observation         number         status
            larccld.fd                GOES_EAST        1034370           read
            larccld.fd                GOES_WEST         827204           read
           metarcld.fd                raw_METAR           6156           read
           metarcld.fd       METAR_on_MPAS_mesh        1054853      processed
          lightning.fd            raw_lightning          39099           read
          lightning.fd   lightning_on_MPAS_mesh           4927      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           62.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1054853       ingested
      cloudanalysis.fd                lightning           4927       ingested
      cloudanalysis.fd                     refl             33       ingested
