        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3862654  3862654  3862654  3729529  3729529            5     0.189042     0.189042
     adpsfc_t181     8823      362      362      359      359       0.7528      1.37404     0.752384
     adpsfc_t183     8823      214      214      212      212  3.22139e+09    0.0749656    0.0487188
     adpsfc_t187     8823     2073     2073     2073     2073       2.2585     0.186141     0.158102
     adpsfc_q181     8823     2981     2981     2979     2979      937.052    0.0398466    0.0239495
     adpsfc_q183     8823     3192     3192     3188     3188      965.699    0.0151292   0.00792017
     adpsfc_q187     8823     2371     2371     2369     2369      388.351      0.40494     0.256529
    adpsfc_ps181     8823      363      363      359      359      55.3739      1.17935      0.30576
    adpsfc_ps187     8823     1965     1965     1962     1962      55.0858      2.20924     0.266151
    adpsfc_uv281     8823      708      708      700      700      1.72214     0.593895     0.260606
    adpsfc_uv284     8823      424      424      410      410      1.28657     0.891371     0.305939
    adpsfc_uv287     8823     4136     4136     4124     4124       1.5874     0.437115     0.250704
     aircar_t133    10694     4492     4492     4480     4480      1.00093     0.511512     0.255124
     aircar_q133    10694      307      307      307      307     0.975466     0.793411     0.377837
    aircar_uv233    10694     9210     9210     9202     9202      2.33461     0.583234     0.206572
     sfcshp_t180     2607      365      365      364      364  1.04828e+09    0.0521763    0.0479266
     sfcshp_t183     2607       42       42       40       40  2.73861e+09     0.117025     0.129638
     sfcshp_q180     2607      308      308      307      307    0.0010466     0.453867     0.222921
     sfcshp_q183     2607      216      216      215      215      929.186      0.38082     0.305395
    sfcshp_ps180     2607      422      422      412      412      38.1004       3.0592     0.602908
    sfcshp_uv280     2607      680      680      678      678      2.65829     0.270626     0.146654
    sfcshp_uv282     2607       36       36       36       36      1.07921     0.980796     0.661682
    sfcshp_uv284     2607      182      182      182      182      1.15044     0.973881      0.52417
