               program              observation         number         status
            larccld.fd                GOES_EAST        1039639           read
            larccld.fd                GOES_WEST         821892           read
           metarcld.fd                raw_METAR           5355           read
           metarcld.fd       METAR_on_MPAS_mesh         995381      processed
          lightning.fd            raw_lightning          51770           read
          lightning.fd   lightning_on_MPAS_mesh           6781      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           69.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR         995381       ingested
      cloudanalysis.fd                lightning           6781       ingested
      cloudanalysis.fd                     refl             33       ingested
