        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181    10068     3853      576      570      570       0.7528      1.54543     0.634299
     adpsfc_t183    10068     3853      220      218      218  3.31801e+09    0.0894004    0.0448433
     adpsfc_t187    10068     2902     2064     2064     2064       2.2585     0.233953     0.191093
     adpsfc_q181    10068     3759     3500     3498     3498      913.677    0.0529047     0.026168
     adpsfc_q183    10068     3759     3717     3713     3713      969.645    0.0125229    0.0074968
     adpsfc_q187    10068     2847     2591     2589     2589      469.567     0.399618     0.242578
    adpsfc_ps181    10068     7823      576      565      565      55.0411      1.39354     0.512332
    adpsfc_ps187    10068     2957     1982     1980     1980      55.1039      1.76418     0.342506
    adpsfc_uv281    10068     7618     1128     1122     1122      1.70732     0.516893     0.231316
    adpsfc_uv284    10068     9612      436      430      430       1.2818     0.874959     0.293441
    adpsfc_uv287    10068     5760     4120     4106     4106       1.5874     0.551068      0.29185
     adpupa_t120      632      316      316      316      316      4.61489    0.0703989    0.0252318
     adpupa_q120      632      193      193      193      193   0.00359819    0.0116016   0.00751111
    adpupa_ps120      632        2        2        2        2      71.8436      0.85695    0.0876294
    adpupa_uv220      632      632      632      632      632      2.59343     0.409225     0.125578
     aircar_t133    20014     8725     8725     8719     8719      1.47546     0.366879     0.193191
     aircar_q133    20014      480      480      480      480     0.818986     0.145323      0.10249
    aircar_uv233    20014    17614    17614    17602    17602       2.4183     0.523949     0.202843
     sfcshp_t180     3354      949      712      711      711  7.50059e+08    0.0611149    0.0547479
     sfcshp_t183     3354      436       59       59       59  2.25494e+09     0.121259    0.0798032
     sfcshp_q180     3354      602      504      503      503   0.00107541     0.329694     0.210702
     sfcshp_q183     3354      341      332      331      331       933.47    0.0966689    0.0503564
    sfcshp_ps180     3354     3325     1326     1318     1317      38.2437      2.87041     0.706746
    sfcshp_uv280     3354     2852     2106     2100     2100      2.65053     0.190587     0.116064
    sfcshp_uv282     3354     2852       40       40       40      1.07919     0.594423     0.218691
    sfcshp_uv284     3354     2852      278      252      252      1.11735      2.11197     0.707159
