        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3918240  3918240  3918240  3784518  3784518            5     0.308573     0.308573
     adpsfc_t181     8749      370      370      363      363       0.7528      2.19795     0.581504
     adpsfc_t183     8749      213      213      211      211   3.3726e+09    0.0525445    0.0245057
     adpsfc_t187     8749     2122     2122     2119     2119       2.2585     0.230152     0.161486
     adpsfc_q181     8749     3049     3049     3046     3046      937.061    0.0585197    0.0369468
     adpsfc_q183     8749     3260     3260     3255     3255      966.396    0.0162795    0.0100624
     adpsfc_q187     8749     2446     2446     2443     2443      386.673     0.511331     0.325727
    adpsfc_ps181     8749      371      371      369      369      55.6637      1.52576     0.251349
    adpsfc_ps187     8749     2007     2007     2007     2007      54.7614      1.81476     0.290702
    adpsfc_uv281     8749      648      648      644      644      1.72203     0.646553      0.31184
    adpsfc_uv284     8749      422      422      412      412      1.28452      1.28474     0.558663
    adpsfc_uv287     8749     3930     3930     3924     3924       1.5874     0.736773     0.444185
     adpupa_t120     6595     1782     1782     1782     1782  8.84993e+19     0.162327      0.10533
     adpupa_q120     6595      270      270      270      270     0.255753     0.396752      0.12416
    adpupa_ps120     6595        3        3        3        3      74.8951      2.44378      2.04823
    adpupa_uv220     6595     5666     5666     5666     5666  1.21741e+20     0.469725     0.282426
     aircar_t133    53974    23376    23376    23363    23363     0.967584     0.333313     0.186219
     aircar_q133    53974     1808     1808     1808     1808     0.782453     0.292277      0.18716
    aircar_uv233    53974    47154    47154    47128    47128      2.33349       0.3868      0.20109
     sfcshp_t180     3204      669      669      668      668  6.70151e+08     0.118323    0.0830789
     sfcshp_t183     3204       41       41       41       41  1.56174e+09     0.149622    0.0866584
     sfcshp_q180     3204      466      466      465      465   0.00110498     0.735645     0.287669
     sfcshp_q183     3204      283      283      282      282       946.24    0.0664687    0.0417062
    sfcshp_ps180     3204     1278     1278     1274     1273      38.2685      4.08567     0.659717
    sfcshp_uv280     3204     2064     2064     2062     2062      2.64987     0.368721     0.172794
    sfcshp_uv282     3204       32       32       30       30      1.07925      1.19652     0.544003
    sfcshp_uv284     3204      234      234      220      220      1.13989      2.44436     0.983161
