               program              observation         number         status
            larccld.fd                GOES_EAST        1049430           read
            larccld.fd                GOES_WEST         827928           read
           metarcld.fd                raw_METAR           5706           read
           metarcld.fd       METAR_on_MPAS_mesh        1056818      processed
          lightning.fd            raw_lightning          24876           read
          lightning.fd   lightning_on_MPAS_mesh           3748      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1056818       ingested
      cloudanalysis.fd                lightning           3748       ingested
      cloudanalysis.fd                     refl             33       ingested
