        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3878160  3878160  3878160  3741987  3741987            5     0.255557     0.255557
     adpsfc_t181     9508      357      357      353      353       0.7528      1.65293     0.683852
     adpsfc_t183     9508      215      215      213      213  3.28605e+09     0.123082    0.0727247
     adpsfc_t187     9508     2067     2067     2067     2067       2.2585     0.193816     0.158531
     adpsfc_q181     9508     3124     3124     3122     3122      940.998     0.043101    0.0208524
     adpsfc_q183     9508     3334     3334     3330     3330      967.297    0.0187978   0.00991572
     adpsfc_q187     9508     2364     2364     2362     2362      385.653     0.401615     0.262119
    adpsfc_ps181     9508      358      358      354      354      55.2866      1.16825     0.299172
    adpsfc_ps187     9508     1934     1934     1934     1934      55.0416      1.29696     0.290594
    adpsfc_uv281     9508      700      700      696      696       1.7218     0.449261     0.207388
    adpsfc_uv284     9508      426      426      416      416      1.28662     0.942349     0.381887
    adpsfc_uv287     9508     4120     4120     4114     4114       1.5874     0.451736     0.248881
     aircar_t133     7092     2830     2830     2825     2825     0.959808     0.344737     0.191607
     aircar_q133     7092       21       21       21       21   0.00135457     0.657072     0.257928
    aircar_uv233     7092     5644     5644     5632     5632      2.32939     0.589045     0.210973
     sfcshp_t180     2832      541      541      541      541  8.59867e+08    0.0562287     0.050649
     sfcshp_t183     2832       48       48       48       48  2.04124e+09     0.339654      0.27202
     sfcshp_q180     2832      343      343      343      343   0.00107633     0.429459     0.270169
     sfcshp_q183     2832      217      217      217      217      922.405     0.108663    0.0875139
    sfcshp_ps180     2832     1126     1126     1117     1116      38.2743      4.19518     0.861683
    sfcshp_uv280     2832     1760     1760     1758     1758      2.65297     0.185009     0.116804
    sfcshp_uv282     2832       36       36       36       36      1.07959      1.67642     0.386843
    sfcshp_uv284     2832      240      240      232      232      1.13572      1.37686      0.45777
