        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8964     3400      373      367      367       0.7528      2.17902     0.600536
     adpsfc_t183     8964     3400      217      215      215  3.40997e+09      0.11839    0.0346534
     adpsfc_t187     8964     2679     2046     2046     2046       2.2585      0.35141     0.212792
     adpsfc_q181     8964     3331     3073     3071     3071      937.062      0.11894    0.0344187
     adpsfc_q183     8964     3331     3288     3284     3284      966.059    0.0494174    0.0127713
     adpsfc_q187     8964     2634     2378     2376     2376      393.691     0.911804     0.373094
    adpsfc_ps181     8964     6852      374      372      372      55.5491     0.958086     0.242748
    adpsfc_ps187     8964     2727     1948     1948     1948      55.0016     0.806631     0.283526
    adpsfc_uv281     8964     6626      668      664      664      1.72413     0.523841     0.222301
    adpsfc_uv284     8964     8504      430      416      416       1.2873     0.909503     0.345146
    adpsfc_uv287     8964     5236     4060     4038     4036       1.5874     0.541281     0.320341
     aircar_t133    47139    20154    20154    20122    20122      1.20847     0.530367       0.2312
     aircar_q133    47139     1803     1803     1803     1803     0.142408     0.307407     0.182606
    aircar_uv233    47139    41058    41058    40954    40954      2.36816     0.655329     0.246248
     sfcshp_t180     3226      925      708      707      707  6.51405e+08      0.14028    0.0701059
     sfcshp_t183     3226      427       55       55       55   2.3355e+09     0.160089     0.108989
     sfcshp_q180     3226      598      501      500      500   0.00105825     0.818902     0.242851
     sfcshp_q183     3226      333      323      322      322      938.203     0.170701    0.0977732
    sfcshp_ps180     3226     3200      817      809      809      38.0704      1.91839      0.71343
    sfcshp_uv280     3226     2858     1340     1332     1332      2.64776     0.220457     0.150523
    sfcshp_uv282     3226     2858       44       44       44      1.07917      2.16167     0.523886
    sfcshp_uv284     3226     2858      256      246      246      1.12616      2.10255     0.725398
