        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3900850  3900850  3900850  3768513  3768513            5     0.293585     0.293585
     adpsfc_t181     9836      370      370      368      368       0.7528      1.99733      1.10414
     adpsfc_t183     9836      215      215      213      213  3.13993e+09     0.116313    0.0792649
     adpsfc_t187     9836     2080     2080     2079     2079       2.2585     0.170376     0.139132
     adpsfc_q181     9836     3340     3340     3338     3338      942.642    0.0552058    0.0291772
     adpsfc_q183     9836     3551     3551     3547     3547      969.121    0.0182972    0.0110049
     adpsfc_q187     9836     2399     2399     2397     2397      390.366     0.425925     0.269129
    adpsfc_ps181     9836      371      371      368      367      55.6299      1.44225     0.320201
    adpsfc_ps187     9836     1959     1959     1959     1959      54.9374      1.75859     0.279185
    adpsfc_uv281     9836      718      718      714      714      1.72273     0.434044     0.216827
    adpsfc_uv284     9836      426      426      422      422      1.28482     0.752513     0.273008
    adpsfc_uv287     9836     4134     4134     4134     4134       1.5874     0.455569     0.269061
     aircar_t133    11003     4087     4087     4084     4084     0.950341      0.63498     0.277977
     aircar_q133    11003      221      221      221      221      0.61865     0.977196     0.367254
    aircar_uv233    11003     8302     8302     8294     8294      2.33227     0.610566     0.226245
     sfcshp_t180     2764      515      515      515      515  1.07937e+09    0.0445166    0.0400513
     sfcshp_t183     2764       45       45       45       45  1.49071e+09    0.0957835    0.0814703
     sfcshp_q180     2764      315      315      315      315   0.00107434     0.507523     0.347591
     sfcshp_q183     2764      224      224      224      224      922.483    0.0805345    0.0908966
    sfcshp_ps180     2764     1099     1099     1088     1088      38.5005       3.9797     0.802888
    sfcshp_uv280     2764     1664     1664     1664     1664      2.66064     0.277023     0.158631
    sfcshp_uv282     2764       34       34       30       30        1.079      2.12657     0.389409
    sfcshp_uv284     2764      244      244      218      218      1.13009      1.36554     0.473089
