        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3917164  3917164  3917164  3780506  3780506            5      0.56041      0.56041
     adpsfc_t181     9655      390      390      382      382       0.7528      2.00292     0.597894
     adpsfc_t183     9655      213      213      211      211  3.30159e+09    0.0619755     0.028863
     adpsfc_t187     9655     2102     2102     2101     2101       2.2585     0.254822     0.175057
     adpsfc_q181     9655     3304     3304     3301     3301      938.937    0.0624504    0.0407447
     adpsfc_q183     9655     3515     3515     3510     3510      968.801    0.0137965   0.00600744
     adpsfc_q187     9655     2450     2450     2447     2447      396.259     0.509944     0.306555
    adpsfc_ps181     9655      391      391      387      387      55.2225      1.46996     0.310376
    adpsfc_ps187     9655     1971     1971     1971     1971      54.8101      1.36787     0.295138
    adpsfc_uv281     9655      754      754      748      748      1.70763      0.71307     0.338246
    adpsfc_uv284     9655      422      422      418      418      1.28485      1.39565     0.515385
    adpsfc_uv287     9655     4050     4050     4022     4022       1.5874     0.776722     0.472115
     adpupa_t120      235      114      114      114      114      2.26541     0.224676     0.182626
     adpupa_q120      235       74       74       74       74   0.00294493     0.141193    0.0627108
    adpupa_ps120      235        3        3        3        3      74.2869      2.06391      1.42325
    adpupa_uv220      235      234      234      234      234      2.58853     0.300048      0.23252
     aircar_t133    55101    23761    23761    23747    23747      1.06089     0.349834     0.208365
     aircar_q133    55101     2195     2195     2195     2195    0.0943924     0.415977     0.239475
    aircar_uv233    55101    47824    47824    47790    47790      2.34497     0.456791     0.244639
     sfcshp_t180     2099      298      298      296      296  1.00673e+09     0.222286     0.184065
     sfcshp_t183     2099       38       38       38       38  2.80976e+09     0.791035     0.350255
     sfcshp_q180     2099      111      111      109      109   0.00144638      1.48226      1.21647
     sfcshp_q183     2099      111      111      109      109      866.481     0.199941     0.141665
    sfcshp_ps180     2099      337      337      330      330      38.5633      4.84373       1.6409
    sfcshp_uv280     2099      464      464      456      456      2.67688     0.371302     0.274347
    sfcshp_uv282     2099       36       36       36       36      1.07921     0.516776     0.136371
    sfcshp_uv284     2099      194      194      184      184      1.15205      1.37698     0.431222
