loop1: max_iter=50, norm_reduction(target=0.001, final=0.000791227)
  i                   resNorm                         J                        Jb                      JoJc
  0          742.806350877639      2162435.447717676871            0.000000000000      2162435.447717676871
  1          703.776421815660      2157624.910927515943           83.881436635862      2157541.029490880203
  2          522.346496684270      2154627.746795326006          257.238674024426      2154370.508121300954
  3          535.293939958437      2152824.152166529093          451.752423403870      2152372.399743124843
  4          390.436276340525      2151311.584018926136          706.051471852261      2150605.532547072973
  5          391.007857721532      2149993.476398455910         1032.434670291069      2148961.041728165001
  6          280.487307523288      2148942.064428087790         1394.668791575422      2147547.395636511967
  7          248.310347555545      2148065.588744917884         1797.564767184317      2146268.023977734149
  8          213.609081041889      2147433.616472185124         2171.181669465448      2145262.434802718926
  9          214.246735828178      2146984.296220812015         2497.180983025134      2144487.115237786900
 10          169.751371241070      2146684.512491222937         2752.256492340124      2143932.255998882931
 11          143.378929353351      2146404.075453429949         3027.804111347823      2143376.271342081949
 12          122.533680702223      2146227.609207544010         3225.415763748889      2143002.193443795200
 13           98.743799172746      2146042.262969747186         3461.698076829837      2142580.564892916940
 14           80.965234526419      2145917.647831732873         3642.800258585070      2142274.847573148087
 15           72.571110363514      2145837.155678607989         3773.286746657519      2142063.868931951001
 16           58.486633975324      2145770.341539145913         3893.172050430219      2141877.169488715939
 17           43.975380560138      2145719.419240766205         3994.352051987505      2141725.067188777961
 18           41.110904683663      2145687.518249867950         4063.989875929365      2141623.528373938985
 19           32.115144167155      2145664.730804041959         4118.089260212591      2141546.641543828882
 20           27.587741434657      2145649.455637642182         4157.239834518343      2141492.215803124011
 21           24.523603403984      2145639.980159407947         4183.198014789549      2141456.782144618221
 22           19.550572893135      2145633.344833424781         4202.457630329312      2141430.887203095015
 23           15.882890837400      2145627.368200183846         4220.902647906216      2141406.465552277863
 24           12.390544762174      2145623.446220471989         4233.800601439589      2141389.645619032905
 25           10.315109519855      2145620.847320787143         4242.863142160747      2141377.984178625979
 26            8.433072307754      2145618.969411030877         4249.799532065136      2141369.169878966175
 27            6.590724099843      2145617.759870028123         4254.521422245038      2141363.238447783049
 28            5.652728305355      2145616.977613423020         4257.736151876456      2141359.241461546160
 29            4.397843864054      2145616.430983679835         4260.096587009458      2141356.334396671038
 30            3.882334414651      2145616.108691064175         4261.553318181707      2141354.555372882169
 31            2.937415653780      2145615.877908486873         4262.641438209783      2141353.236470276956
 32            2.521066415896      2145615.714579048101         4263.445379795517      2141352.269199253060
 33            2.173527502553      2145615.617924659047         4263.940700441148      2141351.677224216983
 34            1.605710910214      2145615.544657294173         4264.330598903638      2141351.214058389887
 35            1.339105445412      2145615.496179169975         4264.598663559471      2141350.897515610792
 36            1.069999534228      2145615.462652263232         4264.791288739088      2141350.671363524161
 37            0.860642773462      2145615.444862881210         4264.897052595855      2141350.547810284887
 38            0.765842935783      2145615.430222209077         4264.987066948164      2141350.443155259825
 39            0.587728722134      2145615.421450722031         4265.042847526463      2141350.378603194840

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000990028)
  i                   resNorm                         J                        Jb                      JoJc
  0           34.774492509964      2145689.748624206986         4265.042847526463      2141424.705776681192
  1           27.127465214799      2145668.992246531881         4267.459916794013      2141401.532329738140
  2           26.267405423244      2145665.617564434186         4268.244228706043      2141397.373335727956
  3           16.618967352161      2145660.695782803930         4269.915529402233      2141390.780253401957
  4           16.588030698507      2145657.748224996030         4271.070247852704      2141386.677977142856
  5           14.306894191534      2145655.704265586101         4272.300987816025      2141383.403277770150
  6           12.521583101374      2145654.074277631007         4273.789259397236      2141380.285018234048
  7            9.830195033092      2145652.766948269214         4275.212167931897      2141377.554780337028
  8            9.054127583233      2145651.704780591186         4276.543371982315      2141375.161408607848
  9            8.039420806684      2145650.878359384835         4277.503051876724      2141373.375307509210
 10            7.686779648836      2145650.150952789932         4278.400824826211      2141371.750127964187
 11            7.105941908680      2145649.704085248988         4278.937019956839      2141370.767065293156
 12            5.822700248336      2145649.208608597051         4279.539165719490      2141369.669442878105
 13            5.415230212698      2145648.958450110164         4279.923632237291      2141369.034817873035
 14            4.085156337278      2145648.663870614953         4280.290722433228      2141368.373148181941
 15            3.338590899001      2145648.392517555971         4280.668478884833      2141367.724038670771
 16            2.937267341297      2145648.225205513183         4280.997943363309      2141367.227262150031
 17            2.641115962365      2145648.096950701904         4281.253132380290      2141366.843818321824
 18            2.113711135529      2145648.024456014857         4281.345691221934      2141366.678764794022
 19            1.763560672592      2145647.952806379180         4281.347686127198      2141366.605120250955
 20            1.457538785923      2145647.911508568097         4281.321305476182      2141366.590203091968
 21            1.379537932339      2145647.883710891008         4281.314837084626      2141366.568873805925
 22            1.129143579994      2145647.860322454944         4281.287826685250      2141366.572495770175
 23            0.894521808401      2145647.842780449893         4281.241758338329      2141366.601022112183
 24            0.714746196254      2145647.831778822932         4281.164816091947      2141366.666962732095
 25            0.605171757267      2145647.823319784831         4281.088807515243      2141366.734512269031
 26            0.478682860987      2145647.817539948039         4281.038193616563      2141366.779346331023
 27            0.393627562911      2145647.814320580103         4280.984297219658      2141366.830023359973
 28            0.331070699748      2145647.811599995941         4280.909525957733      2141366.902074038982
 29            0.257524444639      2145647.809855349828         4280.860908565563      2141366.948946783785
 30            0.222580066289      2145647.808716927189         4280.837650213289      2141366.971066713799
 31            0.176853696511      2145647.807925338857         4280.819110714002      2141366.988814624958
 32            0.143500205308      2145647.807390118018         4280.812040900561      2141366.995349218138
 33            0.111563697120      2145647.807024313137         4280.811366845143      2141366.995657468215
 34            0.095607623918      2145647.806814875919         4280.810138679910      2141366.996676195879
 35            0.074928113731      2145647.806656601839         4280.812835877754      2141366.993820724078
 36            0.061391664604      2145647.806554242037         4280.813468944934      2141366.993085296825
 37            0.049162056611      2145647.806492135860         4280.813848378455      2141366.992643758189
 38            0.041986171898      2145647.806449241936         4280.816001343863      2141366.990447897930
 39            0.034427729828      2145647.806420582812         4280.816630332414      2141366.989790251013

