        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9341     3604      367      363      363       0.7528      1.49801     0.647798
     adpsfc_t183     9341     3604      217      215      215  3.40997e+09    0.0917662    0.0478057
     adpsfc_t187     9341     2706     2077     2077     2077       2.2585     0.290826     0.232641
     adpsfc_q181     9341     3516     3257     3255     3255      941.649    0.0490741    0.0271297
     adpsfc_q183     9341     3516     3471     3467     3467      967.975    0.0219429   0.00936308
     adpsfc_q187     9341     2655     2398     2396     2396      388.844      0.46997     0.282809
    adpsfc_ps181     9341     7267      368      366      366      55.6547      1.48039     0.261181
    adpsfc_ps187     9341     2751     1983     1981     1981      55.0841      1.95311     0.283006
    adpsfc_uv281     9341     7058      656      650      650      1.72535     0.489041     0.213087
    adpsfc_uv284     9341     8910      430      422      422      1.28908      0.79913     0.323053
    adpsfc_uv287     9341     5296     4130     4118     4118       1.5874     0.466482     0.264611
     aircar_t133    36308    15655    15655    15652    15652       1.0289     0.338905     0.190233
     aircar_q133    36308     1427     1427     1427     1427     0.408714     0.172086       0.1085
    aircar_uv233    36308    31632    31632    31618    31618       2.3469     0.440752     0.192911
     sfcshp_t180     3356      954      706      706      706   7.5271e+08    0.0600657    0.0467884
     sfcshp_t183     3356      433       61       61       61  1.28037e+09     0.092012    0.0688062
     sfcshp_q180     3356      595      491      491      491   0.00108203     0.488297     0.179594
     sfcshp_q183     3356      332      323      323      323      928.467     0.051604    0.0513764
    sfcshp_ps180     3356     3332     1322     1317     1316      38.2149      5.34537     0.779023
    sfcshp_uv280     3356     2866     2096     2096     2096      2.65107     0.181936       0.1068
    sfcshp_uv282     3356     2866       46       46       46      1.07916      1.61957     0.158366
    sfcshp_uv284     3356     2866      304      302      302      1.11967      1.08791     0.489003
